model,split_type,cell_line,environment,random_seed,n_train,n_valid,n_test,R2,MAE,RMSE,Pearson,Spearman,MSE,source_table,run_name
transformer,single,hct116,sequence_ctcf_dnase_rrbs,42,2968,635,636,0.0945506253424133,0.1350673350356167,0.1715448482834502,0.3147968682802598,0.3337352670793009,0.0294276349725919,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_transformer_sequence_ctcf_dnase_rrbs
transformer,single,hek293t,sequence_ctcf_dnase_rrbs,42,1633,345,355,0.0143302336713243,0.0989876199880955,0.119227927122104,0.1670003073565105,0.1042548568884263,0.0142152986058337,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_transformer_sequence_ctcf_dnase_rrbs
transformer,single,hela,sequence_ctcf_dnase_rrbs,42,5669,1215,1217,0.0595350646287371,0.1392177271433283,0.1809091445601515,0.2812487536064967,0.3018123011035492,0.0327281185854858,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_transformer_sequence_ctcf_dnase_rrbs
transformer,single,hl60,sequence_ctcf_dnase_rrbs,42,1453,311,312,0.1385500439508247,0.079565445970123,0.1036457047068286,0.3843213663263947,0.4126593591732328,0.0107424321041751,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_transformer_sequence_ctcf_dnase_rrbs
linear,single,hct116,sequence_ctcf_h3k4me3_rrbs,42,2968,635,636,0.1126832544671048,0.1350987876498919,0.1698184733951781,0.3388370283441149,0.31145451832799,0.0288383139062688,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_linear_sequence_ctcf_h3k4me3_rrbs
linear,single,hek293t,sequence_ctcf_h3k4me3_rrbs,42,1633,345,355,-0.0513576450922472,0.1026805318899742,0.1231367010405494,0.0817223927647057,0.0780717824371481,0.0151626471431496,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_linear_sequence_ctcf_h3k4me3_rrbs
linear,single,hela,sequence_ctcf_h3k4me3_rrbs,42,5669,1215,1217,0.0715283842870437,0.1414610192094255,0.1797519174901663,0.2813406535538768,0.2932130351728314,0.0323107518413915,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_linear_sequence_ctcf_h3k4me3_rrbs
linear,single,hl60,sequence_ctcf_h3k4me3_rrbs,42,1453,311,312,-1938093581107672.8,278321.3248119056,4916133.340272147,-0.0290363922053839,0.3960927995663541,24168367019335.37,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_linear_sequence_ctcf_h3k4me3_rrbs
xgboost,single,hct116,sequence_ctcf_h3k4me3_rrbs,42,2968,635,636,0.1387338009541425,0.1341030494640903,0.1673070706466647,0.3761290236097337,0.3621428065573356,0.027991655888368,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_xgboost_sequence_ctcf_h3k4me3_rrbs
xgboost,single,hek293t,sequence_ctcf_h3k4me3_rrbs,42,1633,345,355,0.0096359384694149,0.0982845074798859,0.1195115039848467,0.1083945598886901,0.0872692257142167,0.01428299958472,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_xgboost_sequence_ctcf_h3k4me3_rrbs
xgboost,single,hela,sequence_ctcf_h3k4me3_rrbs,42,5669,1215,1217,0.1061562893479148,0.1387590916127155,0.1763680895099327,0.3263377377745565,0.3321986498069982,0.0311057029973836,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_xgboost_sequence_ctcf_h3k4me3_rrbs
xgboost,single,hl60,sequence_ctcf_h3k4me3_rrbs,42,1453,311,312,0.1587241215290388,0.0776794026307284,0.1024248886598313,0.3993902401001534,0.4252792860140075,0.0104908578169788,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_xgboost_sequence_ctcf_h3k4me3_rrbs
mlp,single,hct116,sequence_ctcf_h3k4me3_rrbs,42,2968,635,636,0.1210549528856317,0.1361574685045828,0.1690154691281201,0.3558197858453585,0.3352712144361606,0.0285662288045985,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_mlp_sequence_ctcf_h3k4me3_rrbs
mlp,single,hek293t,sequence_ctcf_h3k4me3_rrbs,42,1633,345,355,-0.0367355006030813,0.1020586342983682,0.1222774183228647,0.0800420772978669,0.0889418782740242,0.0149517670317048,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_mlp_sequence_ctcf_h3k4me3_rrbs
mlp,single,hela,sequence_ctcf_h3k4me3_rrbs,42,5669,1215,1217,0.0749917285612334,0.1400344519337247,0.1794163528943134,0.2923692496844103,0.2910043366169257,0.0321902276858968,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_mlp_sequence_ctcf_h3k4me3_rrbs
mlp,single,hl60,sequence_ctcf_h3k4me3_rrbs,42,1453,311,312,0.1189348891884835,0.0802439703689649,0.104819065659771,0.3617269377017422,0.392169165496472,0.0109870365257874,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_mlp_sequence_ctcf_h3k4me3_rrbs
cnn(3|3),single,hct116,sequence_ctcf_h3k4me3_rrbs,42,2968,635,636,0.068313839900628,0.1385171135357411,0.1740124876714224,0.2624759272538306,0.2650140072750159,0.0302803458655969,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_cnn_sequence_ctcf_h3k4me3_rrbs_kernel_3
cnn(3|3),single,hek293t,sequence_ctcf_h3k4me3_rrbs,42,1633,345,355,0.0481289547090211,0.0941943387855106,0.1171659272396815,0.2441445055175817,0.2015318343119084,0.0137278545059343,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_cnn_sequence_ctcf_h3k4me3_rrbs_kernel_3
cnn(3|3),single,hela,sequence_ctcf_h3k4me3_rrbs,42,5669,1215,1217,0.0790473224617382,0.1434154303876873,0.1790226055053515,0.2840806603137457,0.2687012626037125,0.0320490932819247,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_cnn_sequence_ctcf_h3k4me3_rrbs_kernel_3
cnn(3|3),single,hl60,sequence_ctcf_h3k4me3_rrbs,42,1453,311,312,0.0477431307784464,0.0862381547176016,0.1089716029277857,0.2878418335867818,0.2927933658854218,0.011874810244651,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_cnn_sequence_ctcf_h3k4me3_rrbs_kernel_3
cnn(5|3),single,hct116,sequence_ctcf_h3k4me3_rrbs,42,2968,635,636,0.0866262814423025,0.1321733920826172,0.172293879143778,0.3509743231612596,0.3251927493703743,0.0296851807904107,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_cnn_sequence_ctcf_h3k4me3_rrbs_kernel_5
cnn(5|3),single,hek293t,sequence_ctcf_h3k4me3_rrbs,42,1633,345,355,0.0514336506917392,0.0947029843821492,0.1169623626796922,0.242018194424612,0.1900196072646122,0.0136801942836158,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_cnn_sequence_ctcf_h3k4me3_rrbs_kernel_5
cnn(5|3),single,hela,sequence_ctcf_h3k4me3_rrbs,42,5669,1215,1217,0.1053489724805385,0.1357773863874276,0.1764477190894303,0.3336421656773192,0.3438176783193981,0.0311337975718625,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_cnn_sequence_ctcf_h3k4me3_rrbs_kernel_5
cnn(5|3),single,hl60,sequence_ctcf_h3k4me3_rrbs,42,1453,311,312,-0.0040019233239663,0.0887782201708222,0.1118931639941841,0.2961301493079321,0.2954019055536371,0.0125200801486293,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_cnn_sequence_ctcf_h3k4me3_rrbs_kernel_5
cnn(7|3),single,hct116,sequence_ctcf_h3k4me3_rrbs,42,2968,635,636,0.1518995491942882,0.1317575037195318,0.1660233759437358,0.3964665511025542,0.3847067678928182,0.027563761359755,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_cnn_sequence_ctcf_h3k4me3_rrbs_kernel_7
cnn(7|3),single,hek293t,sequence_ctcf_h3k4me3_rrbs,42,1633,345,355,0.0414360838465431,0.0959867149906259,0.1175771188651047,0.2528778839525109,0.1757647771987093,0.0138243788806189,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_cnn_sequence_ctcf_h3k4me3_rrbs_kernel_7
cnn(7|3),single,hela,sequence_ctcf_h3k4me3_rrbs,42,5669,1215,1217,0.1065930900353463,0.1358246480710178,0.1763249907468292,0.3360651414251452,0.3418999515417081,0.0310905023618694,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_cnn_sequence_ctcf_h3k4me3_rrbs_kernel_7
cnn(7|3),single,hl60,sequence_ctcf_h3k4me3_rrbs,42,1453,311,312,0.085404190600274,0.0829867630635794,0.1067949915518778,0.3286292489570787,0.317878730168263,0.0114051702205656,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_cnn_sequence_ctcf_h3k4me3_rrbs_kernel_7
transformer,single,hct116,sequence_ctcf_h3k4me3_rrbs,42,2968,635,636,0.1342947711208362,0.133992565483874,0.1677376730426572,0.3671971603397969,0.3661681846263018,0.0281359269577653,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_transformer_sequence_ctcf_h3k4me3_rrbs
transformer,single,hek293t,sequence_ctcf_h3k4me3_rrbs,42,1633,345,355,-0.0201635244399849,0.1003907485851939,0.1212961932985354,-0.0399199915723999,-0.0360441069574943,0.0147127665087156,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_transformer_sequence_ctcf_h3k4me3_rrbs
transformer,single,hela,sequence_ctcf_h3k4me3_rrbs,42,5669,1215,1217,0.1012027559488334,0.1369501149729584,0.1768561156350171,0.323164762662229,0.31907933842414,0.0312780856375065,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_transformer_sequence_ctcf_h3k4me3_rrbs
transformer,single,hl60,sequence_ctcf_h3k4me3_rrbs,42,1453,311,312,0.1230906806620135,0.080640938735973,0.1045715691616346,0.3764860186814737,0.4202803093581064,0.0109352130769265,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_transformer_sequence_ctcf_h3k4me3_rrbs
linear,single,hct116,sequence_dnase_h3k4me3_rrbs,42,2968,635,636,0.1280521927919619,0.1341903627009582,0.1683413627411762,0.3591321997321617,0.3370570542331053,0.0283388144095562,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_linear_sequence_dnase_h3k4me3_rrbs
linear,single,hek293t,sequence_dnase_h3k4me3_rrbs,42,1633,345,355,-0.0470962435556154,0.1026390053121976,0.1228868965479752,0.0725594256481928,0.0650628803979963,0.0151011893431927,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_linear_sequence_dnase_h3k4me3_rrbs
linear,single,hela,sequence_dnase_h3k4me3_rrbs,42,5669,1215,1217,0.0823983264759943,0.1406321645749592,0.1786966103768321,0.2938400962500194,0.2949271759657759,0.0319324785601693,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_linear_sequence_dnase_h3k4me3_rrbs
linear,single,hl60,sequence_dnase_h3k4me3_rrbs,42,1453,311,312,-1127111165178793.2,212247.47108133612,3749036.4089490687,-0.0290363908585638,0.4174544572364652,14055273995625.73,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_linear_sequence_dnase_h3k4me3_rrbs
xgboost,single,hct116,sequence_dnase_h3k4me3_rrbs,42,2968,635,636,0.1521864377421264,0.1332808845140532,0.1659952930475071,0.3926157520807311,0.3723009190390546,0.0275544373139277,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_xgboost_sequence_dnase_h3k4me3_rrbs
xgboost,single,hek293t,sequence_dnase_h3k4me3_rrbs,42,1633,345,355,0.0188954814013209,0.0981582946865491,0.1189514974498413,0.1423589691414457,0.0881744858792825,0.0141494587455596,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_xgboost_sequence_dnase_h3k4me3_rrbs
xgboost,single,hela,sequence_dnase_h3k4me3_rrbs,42,5669,1215,1217,0.0986253750439331,0.1394512780995639,0.1771095094154201,0.3153786206054002,0.3175656174322719,0.0313677783253708,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_xgboost_sequence_dnase_h3k4me3_rrbs
xgboost,single,hl60,sequence_dnase_h3k4me3_rrbs,42,1453,311,312,0.1606184307657119,0.0775931143285467,0.1023095081036808,0.4026507044983987,0.4404789092337247,0.0104672354484171,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_xgboost_sequence_dnase_h3k4me3_rrbs
mlp,single,hct116,sequence_dnase_h3k4me3_rrbs,42,2968,635,636,0.1224820617991225,0.1329584385798482,0.1688782014621559,0.3541962818245738,0.3436198729002162,0.0285198469290925,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_mlp_sequence_dnase_h3k4me3_rrbs
mlp,single,hek293t,sequence_dnase_h3k4me3_rrbs,42,1633,345,355,-0.0202033681874422,0.0987118290448692,0.1212985619617888,0.0602257249070866,0.0613763709662277,0.0147133411339979,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_mlp_sequence_dnase_h3k4me3_rrbs
mlp,single,hela,sequence_dnase_h3k4me3_rrbs,42,5669,1215,1217,0.0808459305127203,0.1402746172423691,0.1788477057127862,0.2925301466228981,0.2893013934275026,0.0319865018387274,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_mlp_sequence_dnase_h3k4me3_rrbs
mlp,single,hl60,sequence_dnase_h3k4me3_rrbs,42,1453,311,312,0.1472380538196684,0.0783780840977739,0.1031217295078486,0.386385522301973,0.4121101513363925,0.0106340910966899,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_mlp_sequence_dnase_h3k4me3_rrbs
cnn(3|3),single,hct116,sequence_dnase_h3k4me3_rrbs,42,2968,635,636,0.0600032694775997,0.1382672036309732,0.1747868538294931,0.251560462921496,0.2582224499617441,0.0305504442716126,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_cnn_sequence_dnase_h3k4me3_rrbs_kernel_3
cnn(3|3),single,hek293t,sequence_dnase_h3k4me3_rrbs,42,1633,345,355,0.013954054342662,0.0989613345496251,0.1192506765279368,0.1990116291880752,0.1224775428422755,0.0142207238523706,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_cnn_sequence_dnase_h3k4me3_rrbs_kernel_3
cnn(3|3),single,hela,sequence_dnase_h3k4me3_rrbs,42,5669,1215,1217,0.0741035274606985,0.1428418468098581,0.1795024708087025,0.272600156294196,0.2544538680301814,0.0322211370264291,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_cnn_sequence_dnase_h3k4me3_rrbs_kernel_3
cnn(3|3),single,hl60,sequence_dnase_h3k4me3_rrbs,42,1453,311,312,0.0301147798896201,0.0861900180924492,0.1099756285426494,0.2788068863067731,0.2887624174311455,0.0120946388733508,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_cnn_sequence_dnase_h3k4me3_rrbs_kernel_3
cnn(5|3),single,hct116,sequence_dnase_h3k4me3_rrbs,42,2968,635,636,0.0972549149500698,0.1339357233410056,0.1712884817391899,0.3161026212122887,0.3185031594077492,0.0293397439765167,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_cnn_sequence_dnase_h3k4me3_rrbs_kernel_5
cnn(5|3),single,hek293t,sequence_dnase_h3k4me3_rrbs,42,1633,345,355,0.0527742066138485,0.0964200590382999,0.1168796852662936,0.2362584412739361,0.1684703919575346,0.0136608608279478,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_cnn_sequence_dnase_h3k4me3_rrbs_kernel_5
cnn(5|3),single,hela,sequence_dnase_h3k4me3_rrbs,42,5669,1215,1217,0.096683310684704,0.137502009978013,0.1773002031548894,0.3256338956857681,0.3365893437704451,0.031435362038765,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_cnn_sequence_dnase_h3k4me3_rrbs_kernel_5
cnn(5|3),single,hl60,sequence_dnase_h3k4me3_rrbs,42,1453,311,312,0.0743881888683496,0.0834133273336845,0.1074362215226269,0.2876361994695455,0.2957251084389142,0.0115425416950589,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_cnn_sequence_dnase_h3k4me3_rrbs_kernel_5
cnn(7|3),single,hct116,sequence_dnase_h3k4me3_rrbs,42,2968,635,636,0.1512743469745679,0.1321005205544731,0.1660845591801336,0.3919804303058328,0.3831709604728532,0.0275840807980593,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_cnn_sequence_dnase_h3k4me3_rrbs_kernel_7
cnn(7|3),single,hek293t,sequence_dnase_h3k4me3_rrbs,42,1633,345,355,0.0314902592803784,0.0954321427349473,0.1181855204840627,0.2530808098126334,0.1768352641079767,0.0139678172520888,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_cnn_sequence_dnase_h3k4me3_rrbs_kernel_7
cnn(7|3),single,hela,sequence_dnase_h3k4me3_rrbs,42,5669,1215,1217,0.1182386884770402,0.1378653451260885,0.1751720191511716,0.3439909727093062,0.339108248125868,0.0306852362934984,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_cnn_sequence_dnase_h3k4me3_rrbs_kernel_7
cnn(7|3),single,hl60,sequence_dnase_h3k4me3_rrbs,42,1453,311,312,0.0928517344328565,0.0824210736960268,0.1063592875220965,0.3350279835594568,0.3317851467333196,0.011312298042208,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_cnn_sequence_dnase_h3k4me3_rrbs_kernel_7
transformer,single,hct116,sequence_dnase_h3k4me3_rrbs,42,2968,635,636,0.1141801982371858,0.1353894594585253,0.1696751671784158,0.3487433897684476,0.3462943701556398,0.0287896623570233,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_transformer_sequence_dnase_h3k4me3_rrbs
transformer,single,hek293t,sequence_dnase_h3k4me3_rrbs,42,1633,345,355,0.0049580303540287,0.0995483592047657,0.1197934231481676,0.1411508653037266,0.1048720431520756,0.0143504642295559,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_transformer_sequence_dnase_h3k4me3_rrbs
transformer,single,hela,sequence_dnase_h3k4me3_rrbs,42,5669,1215,1217,0.082066230599382,0.1406576042793641,0.1787289441446929,0.2883111909738494,0.2992405807007391,0.0319440354750767,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_transformer_sequence_dnase_h3k4me3_rrbs
transformer,single,hl60,sequence_dnase_h3k4me3_rrbs,42,1453,311,312,0.157127524631723,0.0792508633055079,0.1025220349994644,0.4043975770204562,0.4394140782119373,0.0105107676604314,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_transformer_sequence_dnase_h3k4me3_rrbs
linear,single,hct116,all,42,2968,635,636,0.1133473613415053,0.1351644314119721,0.1697549116930114,0.3410301349344463,0.3154954834432725,0.0288167300439021,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_linear_all
linear,single,hek293t,all,42,1633,345,355,-0.0510118985867347,0.1026219008779022,0.12311645218182,0.0819949132247943,0.0785040747796453,0.0151576607978383,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_linear_all
linear,single,hela,all,42,5669,1215,1217,0.0715023761826328,0.1414839190873308,0.1797544350544196,0.2813321329676411,0.2931626918043843,0.0323116569217335,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_linear_all
linear,single,hl60,all,42,1453,311,312,-4692.814674922972,0.5140511199700623,7.650666153033816,-0.0264015887362646,0.3968772586302631,58.53269258517725,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_linear_all
xgboost,single,hct116,all,42,2968,635,636,0.1494956040692782,0.1327996770397367,0.1662585065018957,0.386821881255826,0.3725202467987715,0.0276418909842408,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_xgboost_all
xgboost,single,hek293t,all,42,1633,345,355,0.0096359384694149,0.0982845074798859,0.1195115039848467,0.1083945598886901,0.0872692257142167,0.01428299958472,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_xgboost_all
xgboost,single,hela,all,42,5669,1215,1217,0.1061562893479148,0.1387590916127155,0.1763680895099327,0.3263377377745565,0.3321986498069982,0.0311057029973836,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_xgboost_all
xgboost,single,hl60,all,42,1453,311,312,0.1333781178816487,0.0799514204084586,0.1039563703182123,0.3722781826104112,0.4072573666946143,0.0108069269297372,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_xgboost_all
mlp,single,hct116,all,42,2968,635,636,0.1271007489649405,0.1348295197309633,0.1684331822746585,0.357031731531571,0.329903468381416,0.0283697368911683,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_mlp_all
mlp,single,hek293t,all,42,1633,345,355,-0.0218754779576473,0.1019112930436369,0.1213979252249185,0.0796474385024142,0.0880773883445407,0.0147374562489149,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_mlp_all
mlp,single,hela,all,42,5669,1215,1217,0.1022335311135135,0.1383364004745741,0.176754673852814,0.3231176203454339,0.3202153312328498,0.0312422147288146,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_mlp_all
mlp,single,hl60,all,42,1453,311,312,0.1029248636075094,0.0819824183753763,0.1057671232186199,0.3587695037836155,0.3968797092596441,0.0111866843539427,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_mlp_all
cnn(3|3),single,hct116,all,42,2968,635,636,0.0747730788987529,0.1378502635762634,0.1734082374489843,0.2761428075910118,0.2695551460924272,0.0300704168151633,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_cnn_all_kernel_3
cnn(3|3),single,hek293t,all,42,1633,345,355,0.0623498178782192,0.0941014340750768,0.1162874097276294,0.2659918243331296,0.2096941964106099,0.0135227616611615,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_cnn_all_kernel_3
cnn(3|3),single,hela,all,42,5669,1215,1217,0.0839952925913092,0.1418373097734529,0.1785410435816341,0.2903225165456377,0.2777126131710476,0.0318769042432189,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_cnn_all_kernel_3
cnn(3|3),single,hl60,all,42,1453,311,312,0.0380998898018104,0.086258027016018,0.1095219756562933,0.2661758359689426,0.2586140680970304,0.0119950631516577,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_cnn_all_kernel_3
cnn(5|3),single,hct116,all,42,2968,635,636,0.0877688770367298,0.1354339353831004,0.1721860788925917,0.3390034795411263,0.3269646070089795,0.0296480457644058,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_cnn_all_kernel_5
cnn(5|3),single,hek293t,all,42,1633,345,355,0.048156375161999,0.0957823139366129,0.1171642396340168,0.2405416695175844,0.2061732037626636,0.0137274590490173,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_cnn_all_kernel_5
cnn(5|3),single,hela,all,42,5669,1215,1217,0.1093150267516582,0.1386325415483308,0.1760561817749368,0.3315787362515865,0.3293897395722196,0.0309957791411695,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_cnn_all_kernel_5
cnn(5|3),single,hl60,all,42,1453,311,312,0.0797498100131516,0.0815737585190874,0.1071246065972675,0.3111601988415411,0.3337927186894241,0.0114756813386193,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_cnn_all_kernel_5
cnn(7|3),single,hct116,all,42,2968,635,636,0.143191777976027,0.1295549437131311,0.1668735120510296,0.3866260627534561,0.3733606144974226,0.0278467690242451,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_cnn_all_kernel_7
cnn(7|3),single,hek293t,all,42,1633,345,355,0.0630954715360135,0.0967947633018795,0.1162411625345418,0.2798529496888797,0.2236845563956966,0.0135120078673817,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_cnn_all_kernel_7
cnn(7|3),single,hela,all,42,5669,1215,1217,0.114125383575098,0.1361582587084389,0.1755801214163129,0.3430973909217987,0.3361115131997279,0.0308283790365671,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_cnn_all_kernel_7
cnn(7|3),single,hl60,all,42,1453,311,312,0.065937559122481,0.0825926257022775,0.1079255416051239,0.2994415440989467,0.3032678261405546,0.0116479225307593,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_cnn_all_kernel_7
transformer,single,hct116,all,42,2968,635,636,0.1206748735517289,0.1339558979903447,0.1690520085818329,0.3500972527520782,0.3489224316848195,0.0285785816055521,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_transformer_all
transformer,single,hek293t,all,42,1633,345,355,-0.0224039528041291,0.1003465895606598,0.1214293123453164,-0.0527222356700807,-0.0442343644805416,0.0147450778966564,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_transformer_all
transformer,single,hela,all,42,5669,1215,1217,0.0712608346155401,0.1404400306248789,0.1797778144058914,0.2780426732183967,0.2872832086200825,0.0323200625525591,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_transformer_all
transformer,single,hl60,all,42,1453,311,312,0.1241731756400218,0.0812653061778595,0.1045070053853491,0.3818783472338627,0.4156879045468877,0.0109217141746134,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_transformer_all
linear,all,hct116,sequence,42,7003,1240,4239,0.0968507033652117,0.131835120192893,0.1631951783138366,0.3220260385691417,0.316636124856664,0.0266326662248849,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_heldout_hct116
linear,all,hek293t,sequence,42,12270,2144,2333,-0.4527264425229875,0.1141084817090849,0.1443911938577401,-0.1813376713648645,-0.143675210572971,0.0208488168636635,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_heldout_hek293t
linear,all,hela,sequence,42,3707,655,8101,0.0072913415860579,0.1425859325577663,0.1814205859251966,0.1436674366936253,0.1410478214732167,0.0329134289974416,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_heldout_hela
linear,all,hl60,sequence,42,12313,2186,2076,0.0286149155691739,0.0892306551353392,0.1118456569274783,0.2908424929114011,0.293550315915067,0.0125094509735391,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_heldout_hl60
xgboost,all,hct116,sequence,42,7003,1240,4239,0.1022686684281923,0.1313451134313128,0.1627049405308011,0.3347191004796321,0.3316397229123859,0.0264728976731315,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_heldout_hct116
xgboost,all,hek293t,sequence,42,12270,2144,2333,-0.4586661654382509,0.114418437087288,0.1446860769098345,-0.1918702307000107,-0.1519895295518949,0.0209340608515585,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_heldout_hek293t
xgboost,all,hela,sequence,42,3707,655,8101,0.0017708616812232,0.1430839391910593,0.1819243289753263,0.1182140820436342,0.1120293569598709,0.0330964614731227,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_heldout_hela
