feature,model,split_type,cell_line,held_out_cell_line,environment,baseline_environment,expanded_environment,delta_r2,delta_r2_ci_low,delta_r2_ci_high,delta_rmse,raw_importance,normalized_importance,importance_method,effect_direction,evidence_tier,evidence_strength,coverage,snr,fdr,robustness_metric,robustness_value,statistical_metric,statistical_value,eligible,filter_mode,filter_pass,filter_reason,n_importance_contexts,n_paired,importance_value,importance_metric,cell_line_consistency,direction_concordance,permutation_fdr,ci_excludes_zero
rrbs,linear,single,hela,,rrbs,,,0.005318625,,,-0.0005165,1119807011.931162,0.01841310681979752,Linear_Coefficient,+,Inconclusive,not statistically supported,7,,0.2201916062210358,,,FDR,0.2201916062210358,False,strict,False,filter_mode=strict excludes: not statistically supported,16.0,8.0,1119807011.931162,Linear_Coefficient,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,linear,single,hl60,,ctcf,,,-0.02086175,,,0.0012535,26276656466.35466,0.10883018143210062,Linear_Coefficient,-,Inconclusive,Weak statistical evidence,7,,0.0341366713320888,,,FDR,0.0341366713320888,False,strict,False,filter_mode=strict excludes: Weak statistical evidence,16.0,4.0,26276656466.35466,Linear_Coefficient,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,linear,single,hl60,,dnase,,,0.0017215,,,-0.00010325,188887827608.76852,0.7823178179194515,Linear_Coefficient,+,Inconclusive,Weak statistical evidence,7,,0.028710461650614,,,FDR,0.028710461650614,False,strict,False,filter_mode=strict excludes: Weak statistical evidence,16.0,4.0,188887827608.76852,Linear_Coefficient,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,linear,single,hl60,,h3k4me3,,,-0.0058765,,,0.0003525,19593555488.385227,0.08115074311038162,Linear_Coefficient,-,Inconclusive,Weak statistical evidence,7,,0.028710461650614,,,FDR,0.028710461650614,False,strict,False,filter_mode=strict excludes: Weak statistical evidence,16.0,2.0,19593555488.385227,Linear_Coefficient,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,linear,single,hl60,,rrbs,,,-0.00911075,,,0.00054675,6688369149.397394,0.027701257538066196,Linear_Coefficient,-,Inconclusive,Weak statistical evidence,7,,0.028710461650614,,,FDR,0.028710461650614,False,strict,False,filter_mode=strict excludes: Weak statistical evidence,16.0,4.0,6688369149.397394,Linear_Coefficient,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,mlp,all,hct116,hct116,ctcf,,,-0.0041695,,,0.00037400000000000004,0.0467995566125,0.3277609356895723,MLP_IG,-,Inconclusive,not attribution-supported,7,0.6286111319836957,0.0069930069930069,IG_SNR,0.6286111319836957,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.0467995566125,MLP_IG,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,mlp,all,hct116,hct116,dnase,,,-0.005657125,,,0.000506625,0.04941347165625,0.34606750315657514,MLP_IG,-,Inconclusive,not attribution-supported,7,0.6225360048913043,0.0069930069930069,IG_SNR,0.6225360048913043,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.04941347165625,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,mlp,all,hct116,hct116,h3k4me3,,,-0.005817125,,,0.000521625,0.045574824287499996,0.3191835165457326,MLP_IG,-,Inconclusive,not attribution-supported,7,0.5979179386141305,0.0069930069930069,IG_SNR,0.5979179386141305,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.045574824287499996,MLP_IG,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,mlp,all,hct116,hct116,rrbs,,,-0.0004393750000000003,,,3.9250000000000005e-05,0.00099779245675,0.0069880446081197825,MLP_IG,-,Inconclusive,below min effect,7,0.04158015001902174,0.0069930069930069,IG_SNR,0.04158015001902174,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.00099779245675,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,mlp,all,hek293t,hek293t,ctcf,,,0.022828624999999998,,,-0.00118075,0.035517584234374996,0.2730226448781938,MLP_IG,+,Inconclusive,not attribution-supported,7,0.4219365170923913,0.0069930069930069,IG_SNR,0.4219365170923913,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.035517584234374996,MLP_IG,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,mlp,all,hek293t,hek293t,dnase,,,0.026894249999999998,,,-0.0013745,0.050300219325000006,0.38665633415387035,MLP_IG,+,Inconclusive,not attribution-supported,7,0.5985064271195653,0.0069930069930069,IG_SNR,0.5985064271195653,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.050300219325000006,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,mlp,all,hek293t,hek293t,h3k4me3,,,-0.001537500000000001,,,7.562500000000004e-05,0.04350764369375,0.3344420013281548,MLP_IG,-,Inconclusive,not attribution-supported,7,0.4955455628804348,0.0069930069930069,IG_SNR,0.4955455628804348,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.04350764369375,MLP_IG,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,mlp,all,hek293t,hek293t,rrbs,,,0.006568125000000001,,,-0.00032374999999999993,0.0007648031369875,0.005879019639781005,MLP_IG,+,Inconclusive,below min effect,7,0.03236763633423913,0.0069930069930069,IG_SNR,0.03236763633423913,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0007648031369875,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,mlp,all,hela,hela,ctcf,,,0.0005620000000000002,,,-5.0624999999999984e-05,0.045631693325,0.3324366207118377,MLP_IG,+,Inconclusive,not attribution-supported,7,1.0292490226358695,0.0069930069930069,IG_SNR,1.0292490226358695,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.045631693325,MLP_IG,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,mlp,all,hela,hela,dnase,,,-0.0027975000000000005,,,0.000254125,0.0404341450375,0.2945713726182179,MLP_IG,-,Inconclusive,not attribution-supported,7,0.9295362179347827,0.0069930069930069,IG_SNR,0.9295362179347827,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.0404341450375,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,mlp,all,hela,hela,h3k4me3,,,-0.00130825,,,0.000119,0.05044010131875,0.36746689874822785,MLP_IG,-,Inconclusive,not attribution-supported,7,1.0509463494293478,0.0069930069930069,IG_SNR,1.0509463494293478,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.05044010131875,MLP_IG,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,mlp,all,hela,hela,rrbs,,,-0.00386925,,,0.000351375,0.00075840029215625,0.005525107921716473,MLP_IG,-,Inconclusive,below min effect,7,0.04299077120923913,0.0069930069930069,IG_SNR,0.04299077120923913,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.00075840029215625,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,mlp,all,hl60,hl60,ctcf,,,-0.06722575,,,0.003805625,0.018106274153749997,0.16833575206154286,MLP_IG,-,Inconclusive,not attribution-supported,7,0.2874997000815217,0.0069930069930069,IG_SNR,0.2874997000815217,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.018106274153749997,MLP_IG,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,mlp,all,hl60,hl60,dnase,,,-0.029874249999999998,,,0.001661625,0.0458185159,0.4259790980118811,MLP_IG,-,Inconclusive,not attribution-supported,7,0.5544790717934782,0.0069930069930069,IG_SNR,0.5544790717934782,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.0458185159,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,mlp,all,hl60,hl60,h3k4me3,,,0.017329499999999998,,,-0.000960875,0.0425070327625,0.39519192447984175,MLP_IG,+,Inconclusive,not attribution-supported,7,0.5742292386684783,0.0069930069930069,IG_SNR,0.5742292386684783,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.0425070327625,MLP_IG,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,mlp,all,hl60,hl60,rrbs,,,0.010405499999999998,,,-0.0005635000000000001,0.001128656357125,0.010493225446734363,MLP_IG,+,Inconclusive,below min effect,7,0.04491274782880435,0.0069930069930069,IG_SNR,0.04491274782880435,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.001128656357125,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,mlp,mixed,none,,ctcf,,,0.000539375,,,-4.4499999999999984e-05,0.0409352293609375,0.30666927551335504,MLP_IG,+,Inconclusive,not attribution-supported,7,0.5121832681861412,0.0069930069930069,IG_SNR,0.5121832681861412,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,64.0,32.0,0.0409352293609375,MLP_IG,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,mlp,mixed,none,,dnase,,,0.002877875,,,-0.000244125,0.0469810581078125,0.35196204535065373,MLP_IG,+,Inconclusive,not attribution-supported,7,0.5712798008899457,0.0069930069930069,IG_SNR,0.5712798008899457,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,64.0,32.0,0.0469810581078125,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,mlp,mixed,none,,h3k4me3,,,0.00207375,,,-0.000176,0.04452877013125,0.33359054996970516,MLP_IG,+,Inconclusive,not attribution-supported,7,0.545441090923913,0.0069930069930069,IG_SNR,0.545441090923913,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,64.0,32.0,0.04452877013125,MLP_IG,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,mlp,mixed,none,,rrbs,,,-0.0007901250000000001,,,6.924999999999999e-05,0.0010382504112546875,0.007778129166286073,MLP_IG,-,Inconclusive,below min effect,7,0.04030684061752717,0.0069930069930069,IG_SNR,0.04030684061752717,,,False,strict,False,filter_mode=strict excludes: below min effect,64.0,32.0,0.0010382504112546875,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,mlp,single,hct116,,ctcf,,,-0.00254025,,,0.000244125,0.05086298579375,0.29912243411135825,MLP_IG,-,Inconclusive,not attribution-supported,7,0.5948382286956522,0.0069930069930069,IG_SNR,0.5948382286956522,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.05086298579375,MLP_IG,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,mlp,single,hct116,,dnase,,,-0.0023153749999999997,,,0.00022275000000000002,0.05264135759374999,0.309580941280561,MLP_IG,-,Inconclusive,not attribution-supported,7,0.6135188185326087,0.0069930069930069,IG_SNR,0.6135188185326087,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.05264135759374999,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,mlp,single,hct116,,h3k4me3,,,0.00115875,,,-0.000111375,0.06569588690625,0.3863539132796392,MLP_IG,+,Inconclusive,not attribution-supported,7,0.6626561704076087,0.0069930069930069,IG_SNR,0.6626561704076087,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.06569588690625,MLP_IG,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,mlp,single,hct116,,rrbs,,,0.0031020000000000006,,,-0.00029837500000000003,0.0008404620563749999,0.0049427113284415064,MLP_IG,+,Inconclusive,below min effect,7,0.03682459496467392,0.0069930069930069,IG_SNR,0.03682459496467392,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0008404620563749999,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,mlp,single,hek293t,,ctcf,,,0.003345375,,,-0.00020362500000000003,0.036228101128125,0.2885686807980414,MLP_IG,+,Inconclusive,not attribution-supported,7,0.4674139606793478,0.0069930069930069,IG_SNR,0.4674139606793478,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.036228101128125,MLP_IG,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,mlp,single,hek293t,,dnase,,,0.007162125,,,-0.00042750000000000004,0.045121681643749995,0.35940895994733096,MLP_IG,+,Inconclusive,not attribution-supported,7,0.8353761324184783,0.0069930069930069,IG_SNR,0.8353761324184783,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.045121681643749995,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,mlp,single,hek293t,,h3k4me3,,,-0.025546125,,,0.001524625,0.04389846883125,0.34966566961063833,MLP_IG,-,Inconclusive,not attribution-supported,7,0.5927315655163043,0.0069930069930069,IG_SNR,0.5927315655163043,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.04389846883125,MLP_IG,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,mlp,single,hek293t,,rrbs,,,0.0007057499999999999,,,-4.2125e-05,0.00029586852777625,0.0023566896439893513,MLP_IG,+,Inconclusive,below min effect,7,0.023035741070652174,0.0069930069930069,IG_SNR,0.023035741070652174,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.00029586852777625,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,mlp,single,hela,,ctcf,,,0.00484925,,,-0.000473625,0.07831209361875,0.3482641977336522,MLP_IG,+,Inconclusive,not attribution-supported,7,0.6440933843206522,0.0069930069930069,IG_SNR,0.6440933843206522,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.07831209361875,MLP_IG,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,mlp,single,hela,,dnase,,,0.010436625,,,-0.001014,0.07083836269374999,0.315027531665908,MLP_IG,+,Inconclusive,not attribution-supported,7,0.5868657680163043,0.0069930069930069,IG_SNR,0.5868657680163043,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.07083836269374999,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,mlp,single,hela,,h3k4me3,,,0.0018245,,,-0.00018000000000000004,0.07360572905625,0.3273343744731396,MLP_IG,+,Inconclusive,not attribution-supported,7,0.596857099402174,0.0069930069930069,IG_SNR,0.596857099402174,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.07360572905625,MLP_IG,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,mlp,single,hela,,rrbs,,,0.008767375,,,-0.0008507499999999999,0.00210785213028125,0.009373896127300175,MLP_IG,+,Inconclusive,below min effect,7,0.041737671676630436,0.0069930069930069,IG_SNR,0.041737671676630436,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.00210785213028125,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,mlp,single,hl60,,ctcf,,,-0.034938625,,,0.002084625,0.028609524932499998,0.18502776791061704,MLP_IG,-,Inconclusive,not attribution-supported,7,0.3063757875,0.0069930069930069,IG_SNR,0.3063757875,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.028609524932499998,MLP_IG,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,mlp,single,hl60,,dnase,,,-0.023480875,,,0.001398,0.0635507727625,0.4110049943500652,MLP_IG,-,Inconclusive,not attribution-supported,7,0.7405119367934783,0.0069930069930069,IG_SNR,0.7405119367934783,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.0635507727625,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,mlp,single,hl60,,h3k4me3,,,-0.002731625,,,0.00018037500000000003,0.06084074649375,0.3934783100493297,MLP_IG,-,Inconclusive,not attribution-supported,7,0.6670930092391304,0.0069930069930069,IG_SNR,0.6670930092391304,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.06084074649375,MLP_IG,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,mlp,single,hl60,,rrbs,,,0.008621375,,,-0.000505625,0.0016218281269375,0.010488927689988043,MLP_IG,+,Inconclusive,below min effect,7,0.05170133390217392,0.0069930069930069,IG_SNR,0.05170133390217392,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0016218281269375,MLP_IG,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,transformer,all,hct116,hct116,ctcf,,,-0.007266125,,,0.00065225,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,transformer,all,hct116,hct116,dnase,,,-0.0024932500000000002,,,0.00022325000000000003,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,transformer,all,hct116,hct116,h3k4me3,,,-0.013280875000000001,,,0.001190875,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,transformer,all,hct116,hct116,rrbs,,,-0.0026006249999999996,,,0.00023499999999999997,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,transformer,all,hek293t,hek293t,ctcf,,,0.027983875000000002,,,-0.0014033750000000001,,,,+,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,transformer,all,hek293t,hek293t,dnase,,,-0.014340124999999999,,,0.00071075,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,transformer,all,hek293t,hek293t,h3k4me3,,,0.026453125,,,-0.00130775,,,,+,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,transformer,all,hek293t,hek293t,rrbs,,,-0.028611,,,0.0013992499999999999,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,transformer,all,hela,hela,ctcf,,,0.0046714999999999994,,,-0.00042449999999999996,,,,+,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,transformer,all,hela,hela,dnase,,,0.00038,,,-3.4750000000000004e-05,,,,+,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,transformer,all,hela,hela,h3k4me3,,,0.0033812499999999997,,,-0.00030725,,,,+,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,transformer,all,hela,hela,rrbs,,,-0.000809625,,,7.3375e-05,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,transformer,all,hl60,hl60,ctcf,,,0.014402624999999999,,,-0.00079225,,,,+,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,transformer,all,hl60,hl60,dnase,,,0.0036133750000000003,,,-0.00018362499999999998,,,,+,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,transformer,all,hl60,hl60,h3k4me3,,,0.044293625,,,-0.0024572500000000002,,,,+,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,transformer,all,hl60,hl60,rrbs,,,-0.01336575,,,0.00074575,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,transformer,mixed,none,,ctcf,,,-0.003056,,,0.000272,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,32.0,,,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,transformer,mixed,none,,dnase,,,0.0015281249999999998,,,-0.000133625,,,,+,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,32.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,transformer,mixed,none,,h3k4me3,,,0.00085075,,,-7.275e-05,,,,+,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,32.0,,,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,transformer,mixed,none,,rrbs,,,-0.0024358749999999997,,,0.000207875,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,32.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,transformer,single,hct116,,ctcf,,,-0.0030564999999999998,,,0.000289875,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,transformer,single,hct116,,dnase,,,-0.010638875,,,0.001021625,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,transformer,single,hct116,,h3k4me3,,,0.01343225,,,-0.0012893750000000002,,,,+,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,transformer,single,hct116,,rrbs,,,-0.0010422500000000002,,,9.9e-05,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,transformer,single,hek293t,,ctcf,,,-0.028345875,,,0.001675625,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,transformer,single,hek293t,,dnase,,,0.00521725,,,-0.000326875,,,,+,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,transformer,single,hek293t,,h3k4me3,,,-0.048689625,,,0.002903125,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,transformer,single,hek293t,,rrbs,,,0.003566375000000001,,,-0.00017675000000000004,,,,+,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,transformer,single,hela,,ctcf,,,-0.0034480000000000005,,,0.000331,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,transformer,single,hela,,dnase,,,-0.01199075,,,0.001167625,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,transformer,single,hela,,h3k4me3,,,0.007758125,,,-0.000756375,,,,+,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,transformer,single,hela,,rrbs,,,-0.002221125,,,0.00021449999999999998,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,transformer,single,hl60,,ctcf,,,-0.025517625000000002,,,0.001527625,,,,-,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,transformer,single,hl60,,dnase,,,0.021963625,,,-0.001314375,,,,+,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,transformer,single,hl60,,h3k4me3,,,0.003509,,,-0.00020762500000000002,,,,+,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,transformer,single,hl60,,rrbs,,,0.00021624999999999986,,,-8.500000000000003e-06,,,,+,Inconclusive,unavailable,7,,0.0069930069930069,Attention_SNR,,,,False,strict,False,"evidence unavailable (missing metric), not drawn",,8.0,,,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,xgboost,all,hct116,hct116,ctcf,,,-0.006024875000000001,,,0.000543625,0.004690551937812497,0.6386726306302719,TreeSHAP,-,Inconclusive,below min effect,7,0.3080558622193538,0.0069930069930069,SHAP_SNR,0.3080558622193538,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.004690551937812497,TreeSHAP,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,xgboost,all,hct116,hct116,dnase,,,0.00021162500000000022,,,-1.924999999999998e-05,2.179388206968367e-05,0.0029674878729905236,TreeSHAP,+,Inconclusive,below min effect,7,0.004349816603362445,0.0069930069930069,SHAP_SNR,0.004349816603362445,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,2.179388206968367e-05,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
