split_type,cell_line,model,parent_combination,child_combination,added_environment,parent_r2,child_r2,delta_r2,parent_rmse,child_rmse,delta_rmse,parent_mae,child_mae,delta_mae,delta_pearson,delta_spearman,n_paired,status,warning,ci_low,ci_high,ci_excludes_zero,n_bootstrap,bootstrap_status
all,hela,mlp,sequence,sequence_ctcf,ctcf,0.0045421656433898,-0.0013966687993729,-0.005938834442762699,0.181671622456855,0.1822127369301591,0.0005411144733040996,0.1434732167545241,0.1457924452145708,0.0023192284600467017,-0.0657621503432942,-0.0654849090601635,1,ok,CI_AVAILABLE,-0.0116197522729635,-0.0004525601980276,True,2000,ok
all,hela,mlp,sequence,sequence_dnase,dnase,0.0045421656433898,-0.0003009284653001,-0.0048430941086899,0.181671622456855,0.1821130199556738,0.00044139749881880186,0.1434732167545241,0.1437310913867119,0.0002578746321877934,-0.018769740308969704,-0.0181768125030896,1,ok,CI_AVAILABLE,-0.0089841056615114,-0.0007197096711024,True,2000,ok
all,hela,mlp,sequence,sequence_h3k4me3,h3k4me3,0.0045421656433898,0.0028485424919026,-0.0016936231514871995,0.181671622456855,0.1818261003749797,0.00015447791812470135,0.1434732167545241,0.1425491048943009,-0.0009241118602232035,0.01739127142280049,0.024081117746138997,1,ok,CI_AVAILABLE,-0.0052565289661288,0.0018582835327833,False,2000,ok
all,hela,mlp,sequence,sequence_rrbs,rrbs,0.0045421656433898,5.9293628670298304e-05,-0.004482872014719501,0.181671622456855,0.1820802263040078,0.00040860384715279974,0.1434732167545241,0.145534289901234,0.002061073146709891,-0.05402826761616761,-0.05258689025956449,1,ok,CI_AVAILABLE,-0.0092718433588743,0.000288435810944,False,2000,ok
all,hela,mlp,sequence_ctcf,sequence_ctcf_dnase,dnase,-0.0013966687993729,-0.0013376460115825,5.902278779039991e-05,0.1822127369301591,0.1822073669990838,-5.3699310753052565e-06,0.1457924452145708,0.1455585654158605,-0.00023387979871028475,0.013504136991609891,0.0172576405274682,1,ok,CI_AVAILABLE,-0.004240705166012,0.0046294019557535,False,2000,ok
all,hela,mlp,sequence_ctcf,sequence_ctcf_h3k4me3,h3k4me3,-0.0013966687993729,-0.0062136853305478,-0.0048170165311749,0.1822127369301591,0.1826504599616728,0.0004377230315137093,0.1457924452145708,0.143853712580481,-0.001938732634089807,0.02515488761994529,0.0339285222071628,1,ok,CI_AVAILABLE,-0.0085441172122955,-0.0012408613692969,True,2000,ok
all,hela,mlp,sequence_ctcf,sequence_ctcf_rrbs,rrbs,-0.0013966687993729,-0.0020217353277616,-0.0006250665283887003,0.1822127369301591,0.182269596174261,5.68592441018978e-05,0.1457924452145708,0.1458518339295459,5.9388714975100454e-05,-0.0024723445136889052,-0.0030658795197140015,1,ok,CI_AVAILABLE,-0.0014303118223324,0.0001661896676523,False,2000,ok
all,hela,mlp,sequence_dnase,sequence_ctcf_dnase,ctcf,-0.0003009284653001,-0.0013376460115825,-0.0010367175462824,0.1821130199556738,0.1822073669990838,9.434704340999245e-05,0.1437310913867119,0.1455585654158605,0.0018274740291486236,-0.03348827304271461,-0.030050456029605696,1,ok,CI_AVAILABLE,-0.0057962266728281,0.0034229278098791,False,2000,ok
all,hela,mlp,sequence_dnase,sequence_dnase_h3k4me3,h3k4me3,-0.0003009284653001,-0.0081163587178925,-0.0078154302525924,0.1821130199556738,0.1828230674525729,0.0007100474968990966,0.1437310913867119,0.1441608434305002,0.0004297520437883118,-0.039990812449232305,-0.0351730852319824,1,ok,CI_AVAILABLE,-0.0121596474200487,-0.0036127059720456,True,2000,ok
all,hela,mlp,sequence_dnase,sequence_dnase_rrbs,rrbs,-0.0003009284653001,-0.0155867806478517,-0.015285852182551601,0.1821130199556738,0.183499202006303,0.0013861820506292089,0.1437310913867119,0.1425114004443773,-0.0012196909423345947,0.002404834923207394,0.004470197088457903,1,ok,CI_AVAILABLE,-0.019383605569601,-0.0111029464751482,True,2000,ok
all,hela,mlp,sequence_h3k4me3,sequence_ctcf_h3k4me3,ctcf,0.0028485424919026,-0.0062136853305478,-0.0090622278224504,0.1818261003749797,0.1826504599616728,0.0008243595866931075,0.1425491048943009,0.143853712580481,0.0013046076861800981,-0.0579985341461494,-0.05563750459913969,1,ok,CI_AVAILABLE,-0.0135563584044575,-0.0045215068385005,True,2000,ok
all,hela,mlp,sequence_h3k4me3,sequence_dnase_h3k4me3,dnase,0.0028485424919026,-0.0081163587178925,-0.0109649012097951,0.1818261003749797,0.1828230674525729,0.0009969670775931971,0.1425491048943009,0.1441608434305002,0.0016117385361993086,-0.0761518241810025,-0.077431015481211,1,ok,CI_AVAILABLE,-0.0152877839282155,-0.0065169529989361,True,2000,ok
all,hela,mlp,sequence_h3k4me3,sequence_h3k4me3_rrbs,rrbs,0.0028485424919026,0.0021353422087269,-0.0007132002831757001,0.1818261003749797,0.1818911131901668,6.501281518708768e-05,0.1425491048943009,0.1424108670812642,-0.0001382378130367068,-0.001237926194064709,0.0012295519116372056,1,ok,CI_AVAILABLE,-0.0024419501423835,0.0011539772385731,False,2000,ok
all,hela,mlp,sequence_rrbs,sequence_ctcf_rrbs,ctcf,5.9293628670298304e-05,-0.0020217353277616,-0.0020810289564318985,0.1820802263040078,0.182269596174261,0.00018936987025319763,0.145534289901234,0.1458518339295459,0.0003175440283119113,-0.014206227240815501,-0.015963898320313002,1,ok,CI_AVAILABLE,-0.0050352676771581,0.0009142666822299,False,2000,ok
all,hela,mlp,sequence_rrbs,sequence_dnase_rrbs,dnase,5.9293628670298304e-05,-0.0155867806478517,-0.015646074276522,0.1820802263040078,0.183499202006303,0.001418975702295211,0.145534289901234,0.1425114004443773,-0.003022889456856692,0.0376633622304053,0.0388802748449328,1,ok,CI_AVAILABLE,-0.0213827230036258,-0.0099839363247156,True,2000,ok
all,hela,mlp,sequence_rrbs,sequence_h3k4me3_rrbs,h3k4me3,5.9293628670298304e-05,0.0021353422087269,0.0020760485800566018,0.1820802263040078,0.1818911131901668,-0.0001891131138410107,0.145534289901234,0.1424108670812642,-0.003123422819969801,0.07018161284490339,0.0778975599173407,1,ok,CI_AVAILABLE,-0.0030849992763251,0.0076497746631503,False,2000,ok
all,hela,mlp,sequence_ctcf_dnase,sequence_ctcf_dnase_h3k4me3,h3k4me3,-0.0013376460115825,0.0030477898305962,0.0043854358421787,0.1822073669990838,0.1818079335377007,-0.000399433461383103,0.1455585654158605,0.1438150534905441,-0.00174351192531641,0.0425390815353177,0.046625291379999004,1,ok,CI_AVAILABLE,0.0007265746826305,0.0078668193891644,True,2000,ok
all,hela,mlp,sequence_ctcf_dnase,sequence_ctcf_dnase_rrbs,rrbs,-0.0013376460115825,-0.0011283589604662,0.00020928705111630005,0.1822073669990838,0.182188324653355,-1.904234572880359e-05,0.1455585654158605,0.1447326715310376,-0.0008258938848229036,0.013151229898774305,0.012693416628693499,1,ok,CI_AVAILABLE,-0.0028062879573553,0.0034768669866025,False,2000,ok
all,hela,mlp,sequence_ctcf_h3k4me3,sequence_ctcf_dnase_h3k4me3,dnase,-0.0062136853305478,0.0030477898305962,0.009261475161143999,0.1826504599616728,0.1818079335377007,-0.0008425264239721175,0.143853712580481,0.1438150534905441,-3.8659089936887714e-05,0.0308883309069823,0.0299544097003044,1,ok,CI_AVAILABLE,0.0057327314279973,0.0130365286022424,True,2000,ok
all,hela,mlp,sequence_ctcf_h3k4me3,sequence_ctcf_h3k4me3_rrbs,rrbs,-0.0062136853305478,-0.0111670958415825,-0.0049534105110347,0.1826504599616728,0.1830994858405463,0.00044902587887349354,0.143853712580481,0.1435232873766412,-0.00033042520383980145,-0.005565499757660297,-0.0030312707391726007,1,ok,CI_AVAILABLE,-0.0061105550266802,-0.0037706971634179,True,2000,ok
all,hela,mlp,sequence_ctcf_rrbs,sequence_ctcf_dnase_rrbs,dnase,-0.0020217353277616,-0.0011283589604662,0.0008933763672954002,0.182269596174261,0.182188324653355,-8.127152090600664e-05,0.1458518339295459,0.1447326715310376,-0.0011191623985082888,0.029127711404073102,0.0330169366758757,1,ok,CI_AVAILABLE,-0.0036711127031594,0.0059362528845667,False,2000,ok
all,hela,mlp,sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,h3k4me3,-0.0020217353277616,-0.0111670958415825,-0.0091453605138209,0.182269596174261,0.1830994858405463,0.000829889666285305,0.1458518339295459,0.1435232873766412,-0.002328546552904709,0.0220617323759739,0.033963130987704204,1,ok,CI_AVAILABLE,-0.0133726522326469,-0.0049547762610018,True,2000,ok
all,hela,mlp,sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,ctcf,-0.0081163587178925,0.0030477898305962,0.0111641485484887,0.1828230674525729,0.1818079335377007,-0.0010151339148722072,0.1441608434305002,0.1438150534905441,-0.0003457899399560982,0.049041620941835395,0.051747920582375706,1,ok,CI_AVAILABLE,0.0073258131742477,0.014948995783925,True,2000,ok
all,hela,mlp,sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,rrbs,-0.0081163587178925,-0.0102328704356067,-0.0021165117177142003,0.1828230674525729,0.1830148827514492,0.00019181529887629667,0.1441608434305002,0.1419981364144645,-0.0021627070160357142,0.0709790757731435,0.0714363470700939,1,ok,CI_AVAILABLE,-0.0068627446889877,0.002127633895725,False,2000,ok
all,hela,mlp,sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,ctcf,-0.0155867806478517,-0.0011283589604662,0.014458421687385502,0.183499202006303,0.182188324653355,-0.00131087735294802,0.1425114004443773,0.1447326715310376,0.0022212710866603147,-0.022741878067147697,-0.0218272364893701,1,ok,CI_AVAILABLE,0.009197580628097,0.0199719034135341,True,2000,ok
all,hela,mlp,sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,h3k4me3,-0.0155867806478517,-0.0102328704356067,0.005353910212245001,0.183499202006303,0.1830148827514492,-0.00048431925485381555,0.1425114004443773,0.1419981364144645,-0.0005132640299128077,0.028583428400703798,0.0317930647496536,1,ok,CI_AVAILABLE,0.0026059090159833,0.0078943166881799,True,2000,ok
all,hela,mlp,sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,ctcf,0.0021353422087269,-0.0111670958415825,-0.0133024380503094,0.1818911131901668,0.1830994858405463,0.0012083726503795134,0.1424108670812642,0.1435232873766412,0.0011124202953770035,-0.06232610770974499,-0.05989832724994949,1,ok,CI_AVAILABLE,-0.0181098990142345,-0.0084435865283012,True,2000,ok
all,hela,mlp,sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,dnase,0.0021353422087269,-0.0102328704356067,-0.0123682126443336,0.1818911131901668,0.1830148827514492,0.0011237695612824061,0.1424108670812642,0.1419981364144645,-0.00041273066679969883,-0.003934822213794292,-0.007224220322754299,1,ok,CI_AVAILABLE,-0.0152429025620222,-0.0095304427668452,True,2000,ok
all,hela,mlp,sequence_ctcf_dnase_h3k4me3,all,rrbs,0.0030477898305962,6.172579955410207e-05,-0.002986064031042098,0.1818079335377007,0.1820800048656309,0.0002720713279301956,0.1438150534905441,0.1449779319099668,0.001162878419422697,-0.0341297974520354,-0.04375302515341491,1,ok,CI_AVAILABLE,-0.006439852528274,0.0003057733119931,False,2000,ok
all,hela,mlp,sequence_ctcf_dnase_rrbs,all,h3k4me3,-0.0011283589604662,6.172579955410207e-05,0.001190084760020302,0.182188324653355,0.1820800048656309,-0.00010831978772410378,0.1447326715310376,0.1449779319099668,0.0002452603789291907,-0.004741945815492005,-0.009821150402109402,1,ok,CI_AVAILABLE,-0.0030926377512514,0.0051952702924609,False,2000,ok
all,hela,mlp,sequence_ctcf_h3k4me3_rrbs,all,dnase,-0.0111670958415825,6.172579955410207e-05,0.011228821641136602,0.1830994858405463,0.1820800048656309,-0.0010194809749154154,0.1435232873766412,0.1449779319099668,0.0014546445333256108,0.002324033212607199,-0.010767344713937907,1,ok,CI_AVAILABLE,0.0073567256331443,0.015088933520019,True,2000,ok
all,hela,mlp,sequence_dnase_h3k4me3_rrbs,all,ctcf,-0.0102328704356067,6.172579955410207e-05,0.010294596235160802,0.1830148827514492,0.1820800048656309,-0.0009348778858183082,0.1419981364144645,0.1449779319099668,0.002979795495502313,-0.0560672522833435,-0.0634414516411331,1,ok,CI_AVAILABLE,0.0052858917042613,0.0153107894584536,True,2000,ok
all,hela,transformer,sequence,sequence_ctcf,ctcf,-0.006561778466817,-0.0049125452648446,0.0016492332019723997,0.1826820506042016,0.1825323286380281,-0.00014972196617349387,0.1434761292371555,0.1442399750932796,0.0007638458561241013,-0.0005637855163366928,0.006530948904916789,1,ok,CI_AVAILABLE,-0.0028891921974718,0.0060445042327046,False,2000,ok
all,hela,transformer,sequence,sequence_dnase,dnase,-0.006561778466817,-0.0094110133306926,-0.0028492348638755995,0.1826820506042016,0.1829404233422279,0.00025837273802631344,0.1434761292371555,0.1430275772107618,-0.00044855202639368374,0.003487965175355212,0.0037387822568496903,1,ok,CI_AVAILABLE,-0.0063315122388303,0.0005786180263385,False,2000,ok
all,hela,transformer,sequence,sequence_h3k4me3,h3k4me3,-0.006561778466817,-0.0014977746517625,0.0050640038150545,0.1826820506042016,0.1822219352377169,-0.00046011536648468687,0.1434761292371555,0.14442930806466,0.0009531788275045083,0.004234808748501101,0.006841866314307998,1,ok,CI_AVAILABLE,0.0007361724856309,0.0093467589467763,True,2000,ok
all,hela,transformer,sequence,sequence_rrbs,rrbs,-0.006561778466817,-0.0056952057079191,0.0008665727588978997,0.1826820506042016,0.1826033960301484,-7.865457405317744e-05,0.1434761292371555,0.143936240229117,0.00046011099196149874,-0.01790749383588809,-0.010707141491734407,1,ok,CI_AVAILABLE,-0.0024149597156792,0.0042251585982739,False,2000,ok
all,hela,transformer,sequence_ctcf,sequence_ctcf_dnase,dnase,-0.0049125452648446,6.591056004368046e-05,0.004978455824888281,0.1825323286380281,0.1820796238611093,-0.0004527047769188053,0.1442399750932796,0.144856342549413,0.0006163674561333876,0.0132530353377181,0.0130865618414438,1,ok,CI_AVAILABLE,0.0038971365429461,0.0060317190364003,True,2000,ok
all,hela,transformer,sequence_ctcf,sequence_ctcf_h3k4me3,h3k4me3,-0.0049125452648446,0.0008435595251968,0.0057561047900414,0.1825323286380281,0.1820088084080189,-0.0005235202300092057,0.1442399750932796,0.1451967371763999,0.0009567620831202883,0.006177801799928495,0.008967328464814808,1,ok,CI_AVAILABLE,0.0042288331314921,0.007241332437843,True,2000,ok
all,hela,transformer,sequence_ctcf,sequence_ctcf_rrbs,rrbs,-0.0049125452648446,-0.0049892884320288,-7.674316718419942e-05,0.1825323286380281,0.1825392983199405,6.9696819124109854e-06,0.1442399750932796,0.1442338365230454,-6.138570234209828e-06,-0.0003721289596338023,-0.0005196317405517931,1,ok,CI_AVAILABLE,-0.0001506120024714,-3.448128609306877e-06,True,2000,ok
all,hela,transformer,sequence_dnase,sequence_ctcf_dnase,ctcf,-0.0094110133306926,6.591056004368046e-05,0.00947692389073628,0.1829404233422279,0.1820796238611093,-0.0008607994811186126,0.1430275772107618,0.144856342549413,0.0018287653386511726,0.009201284646026195,0.0158787284895109,1,ok,CI_AVAILABLE,0.0055332211777567,0.0134716834872961,True,2000,ok
all,hela,transformer,sequence_dnase,sequence_dnase_h3k4me3,h3k4me3,-0.0094110133306926,-0.0028485488614597,0.0065624644692328996,0.1829404233422279,0.1823447801191016,-0.000595643223126302,0.1430275772107618,0.143737857816205,0.0007102806054431754,-0.0012958722499962078,0.007925752561184607,1,ok,CI_AVAILABLE,0.0033163905609399,0.0098746512085199,True,2000,ok
all,hela,transformer,sequence_dnase,sequence_dnase_rrbs,rrbs,-0.0094110133306926,-0.0103307649912158,-0.0009197516605232003,0.1829404233422279,0.1830237498785888,8.332653636089482e-05,0.1430275772107618,0.1431813166497328,0.00015373943897098452,-0.008733990163191,-0.010017106523233302,1,ok,CI_AVAILABLE,-0.0026445924304425,0.0010156988864764,False,2000,ok
all,hela,transformer,sequence_h3k4me3,sequence_ctcf_h3k4me3,ctcf,-0.0014977746517625,0.0008435595251968,0.0023413341769593,0.1822219352377169,0.1820088084080189,-0.00021312682969801267,0.14442930806466,0.1451967371763999,0.0007674291117398813,0.0013792075350907013,0.008656411055423599,1,ok,CI_AVAILABLE,0.0010787531500682,0.0036009936593472,True,2000,ok
all,hela,transformer,sequence_h3k4me3,sequence_dnase_h3k4me3,dnase,-0.0014977746517625,-0.0028485488614597,-0.0013507742096971998,0.1822219352377169,0.1823447801191016,0.0001228448813846983,0.14442930806466,0.143737857816205,-0.0006914502484550167,-0.0020427158231420967,0.004822668503726299,1,ok,CI_AVAILABLE,-0.0030198127496987,0.0005020886892452,False,2000,ok
all,hela,transformer,sequence_h3k4me3,sequence_h3k4me3_rrbs,rrbs,-0.0014977746517625,-0.0083552290678383,-0.0068574544160757995,0.1822219352377169,0.1828447258767709,0.0006227906390539883,0.14442930806466,0.1441467450705153,-0.0002825629941446972,-0.023831267926534297,-0.02257836907075131,1,ok,CI_AVAILABLE,-0.0081733167171478,-0.0054879365488886,True,2000,ok
all,hela,transformer,sequence_rrbs,sequence_ctcf_rrbs,ctcf,-0.0056952057079191,-0.0049892884320288,0.0007059172758903005,0.1826033960301484,0.1825392983199405,-6.409771020790545e-05,0.143936240229117,0.1442338365230454,0.0002975962939283927,0.016971579359917596,0.016718458656099403,1,ok,CI_AVAILABLE,-0.0015356421936303,0.0028486221563071,False,2000,ok
all,hela,transformer,sequence_rrbs,sequence_dnase_rrbs,dnase,-0.0056952057079191,-0.0103307649912158,-0.0046355592832966995,0.1826033960301484,0.1830237498785888,0.0004203538484403857,0.143936240229117,0.1431813166497328,-0.000754923579384198,0.012661468848052304,0.004428817225350795,1,ok,CI_AVAILABLE,-0.0074575482867658,-0.001906982040964,True,2000,ok
all,hela,transformer,sequence_rrbs,sequence_h3k4me3_rrbs,h3k4me3,-0.0056952057079191,-0.0083552290678383,-0.0026600233599191996,0.1826033960301484,0.1828447258767709,0.00024132984662247892,0.143936240229117,0.1441467450705153,0.00021050484139831238,-0.0016889653421451045,-0.005029361264708904,1,ok,CI_AVAILABLE,-0.0052230297587811,-0.0001339644222753,True,2000,ok
all,hela,transformer,sequence_ctcf_dnase,sequence_ctcf_dnase_h3k4me3,h3k4me3,6.591056004368046e-05,-0.0009920168636887,-0.0010579274237323805,0.1820796238611093,0.1821759182602312,9.629439912189897e-05,0.144856342549413,0.1449963308929618,0.00013998834354880807,-0.017184981842263303,-0.015816727046479795,1,ok,CI_AVAILABLE,-0.001420310116373,-0.0006936729187145,True,2000,ok
all,hela,transformer,sequence_ctcf_dnase,sequence_ctcf_dnase_rrbs,rrbs,6.591056004368046e-05,-0.0002430249310438,-0.00030893549108748045,0.1820796238611093,0.1821077489718149,2.812511070560131e-05,0.144856342549413,0.1448323968027628,-2.3945746650183564e-05,-0.001129659325178195,-0.0011733369965453988,1,ok,CI_AVAILABLE,-0.0003964960633311,-0.0002191424428019,True,2000,ok
all,hela,transformer,sequence_ctcf_h3k4me3,sequence_ctcf_dnase_h3k4me3,dnase,0.0008435595251968,-0.0009920168636887,-0.0018355763888855,0.1820088084080189,0.1821759182602312,0.00016710985221229935,0.1451967371763999,0.1449963308929618,-0.00020040628343809264,-0.010109748304473698,-0.011697493669850803,1,ok,CI_AVAILABLE,-0.0022980123758316,-0.0013660565018653,True,2000,ok
all,hela,transformer,sequence_ctcf_h3k4me3,sequence_ctcf_h3k4me3_rrbs,rrbs,0.0008435595251968,0.0010950211497445,0.00025146162454770004,0.1820088084080189,0.1819859035310546,-2.2904876964296994e-05,0.1451967371763999,0.1452441723604966,4.743518409672243e-05,-0.0003354683320613977,-0.0004581260970251966,1,ok,CI_AVAILABLE,0.0001291438966291,0.0003807693719863,True,2000,ok
all,hela,transformer,sequence_ctcf_rrbs,sequence_ctcf_dnase_rrbs,dnase,-0.0049892884320288,-0.0002430249310438,0.004746263500985,0.1825392983199405,0.1821077489718149,-0.00043154934812561496,0.1442338365230454,0.1448323968027628,0.0005985602797174139,0.012495504972173707,0.012432856585450194,1,ok,CI_AVAILABLE,0.0036981448065489,0.0057804645039141,True,2000,ok
all,hela,transformer,sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,h3k4me3,-0.0049892884320288,0.0010950211497445,0.006084309581773299,0.1825392983199405,0.1819859035310546,-0.0005533947888859136,0.1442338365230454,0.1452441723604966,0.0010103358374512206,0.0062144624275009,0.009028834108341405,1,ok,CI_AVAILABLE,0.0044866548851132,0.0076541216112673,True,2000,ok
all,hela,transformer,sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,ctcf,-0.0028485488614597,-0.0009920168636887,0.0018565319977709997,0.1823447801191016,0.1821759182602312,-0.0001688618588704116,0.143737857816205,0.1449963308929618,0.0012584730767568053,-0.0066878249462409,-0.007863751118153503,1,ok,CI_AVAILABLE,-0.000620107341092,0.0042259246110916,False,2000,ok
all,hela,transformer,sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,rrbs,-0.0028485488614597,-0.002538114499629,0.0003104343618307,0.1823447801191016,0.1823165552855353,-2.8224833566292684e-05,0.143737857816205,0.1444579958699542,0.0007201380537492086,-0.005434964000727502,-0.013421904424764208,1,ok,CI_AVAILABLE,-0.0016196205979213,0.002112918999046,False,2000,ok
all,hela,transformer,sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,ctcf,-0.0103307649912158,-0.0002430249310438,0.010087740060171999,0.1830237498785888,0.1821077489718149,-0.0009160009067739061,0.1431813166497328,0.1448323968027628,0.0016510801530300045,0.016805615484039,0.0247224980161988,1,ok,CI_AVAILABLE,0.0058223428204655,0.0143614020198583,True,2000,ok
all,hela,transformer,sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,h3k4me3,-0.0103307649912158,-0.002538114499629,0.0077926504915868,0.1830237498785888,0.1823165552855353,-0.0007071945930534895,0.1431813166497328,0.1444579958699542,0.0012766792202213995,0.00200315391246729,0.0045209546596537,1,ok,CI_AVAILABLE,0.0039791716262698,0.0115779545158147,True,2000,ok
all,hela,transformer,sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,ctcf,-0.0083552290678383,0.0010950211497445,0.0094502502175828,0.1828447258767709,0.1819859035310546,-0.000858822345716298,0.1441467450705153,0.1452441723604966,0.001097427289981301,0.0248750071295636,0.03077665402914971,1,ok,CI_AVAILABLE,0.0072951940819621,0.0115049630403518,True,2000,ok
all,hela,transformer,sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,dnase,-0.0083552290678383,-0.002538114499629,0.0058171145682093,0.1828447258767709,0.1823165552855353,-0.0005281705912355827,0.1441467450705153,0.1444579958699542,0.0003112507994388891,0.0163535881026647,0.0139791331497134,1,ok,CI_AVAILABLE,0.0045088217593729,0.007122331764549,True,2000,ok
all,hela,transformer,sequence_ctcf_dnase_h3k4me3,all,rrbs,-0.0009920168636887,-0.0007337336142057,0.0002582832494830001,0.1821759182602312,0.1821524135653968,-2.3504694834391993e-05,0.1449963308929618,0.1450248517154868,2.852082252499666e-05,0.0020461054509939014,0.0015521865374621968,1,ok,CI_AVAILABLE,0.0001314237742917,0.0003826647880487,True,2000,ok
all,hela,transformer,sequence_ctcf_dnase_rrbs,all,h3k4me3,-0.0002430249310438,-0.0007337336142057,-0.0004907086831619,0.1821077489718149,0.1821524135653968,4.4664593581905665e-05,0.1448323968027628,0.1450248517154868,0.0001924549127239883,-0.014009217066091206,-0.0130912035124722,1,ok,CI_AVAILABLE,-0.0009024098399095,-8.474588685203344e-05,True,2000,ok
all,hela,transformer,sequence_ctcf_h3k4me3_rrbs,all,dnase,0.0010950211497445,-0.0007337336142057,-0.0018287547639502001,0.1819859035310546,0.1821524135653968,0.00016651003434220435,0.1452441723604966,0.1450248517154868,-0.0002193206450098184,-0.007728174521418399,-0.00968718103536341,1,ok,CI_AVAILABLE,-0.0022996054030954,-0.0013410418760031,True,2000,ok
all,hela,transformer,sequence_dnase_h3k4me3_rrbs,all,ctcf,-0.002538114499629,-0.0007337336142057,0.0018043808854232997,0.1823165552855353,0.1821524135653968,-0.00016414172013851092,0.1444579958699542,0.1450248517154868,0.0005668558455325934,0.0007932445054805032,0.007110339844072902,1,ok,CI_AVAILABLE,0.0006667986745014,0.0028744817245751,True,2000,ok
all,hela,xgboost,sequence,sequence_ctcf,ctcf,0.0017708616812232,-0.005123696814169,-0.0068945584953922,0.1819243289753263,0.1825515044159523,0.0006271754406260155,0.1430839391910593,0.1440055318242929,0.0009215926332336033,-0.0340476109751109,-0.032565711265564595,1,ok,CI_AVAILABLE,-0.010800676420331,-0.0029069096781313,True,2000,ok
all,hela,xgboost,sequence,sequence_dnase,dnase,0.0017708616812232,-0.0006587516239071,-0.0024296133051303,0.1819243289753263,0.18214558936936,0.00022126039403372322,0.1430839391910593,0.1430038420651051,-8.009712595419272e-05,-0.003659864033590504,0.0013945903983099972,1,ok,CI_AVAILABLE,-0.0044790343381464,-0.0002054601936833,True,2000,ok
all,hela,xgboost,sequence,sequence_h3k4me3,h3k4me3,0.0017708616812232,-0.007043856013625,-0.0088147176948482,0.1819243289753263,0.1827257917707299,0.0008014627954036069,0.1430839391910593,0.1435721855049089,0.0004882463138496107,-0.02503453239206771,-0.019563716060618103,1,ok,CI_AVAILABLE,-0.0123847601935267,-0.0049996823072433,True,2000,ok
all,hela,xgboost,sequence,sequence_rrbs,rrbs,0.0017708616812232,-0.0072453533658123,-0.0090162150470355,0.1819243289753263,0.1827440714719737,0.0008197424966474021,0.1430839391910593,0.1434959003833059,0.000411961192246596,-0.03350226807287851,-0.026710716621031097,1,ok,CI_AVAILABLE,-0.0122525840997695,-0.0055407523177564,True,2000,ok
all,hela,xgboost,sequence_ctcf,sequence_ctcf_dnase,dnase,-0.005123696814169,-0.005123696814169,0.0,0.1825515044159523,0.1825515044159523,0.0,0.1440055318242929,0.1440055318242929,0.0,0.0,0.0,1,ok,CI_AVAILABLE,0.0,0.0,False,2000,ok
all,hela,xgboost,sequence_ctcf,sequence_ctcf_h3k4me3,h3k4me3,-0.005123696814169,-0.0022142638087052,0.0029094330054638,0.1825515044159523,0.1822871059755705,-0.00026439844038181337,0.1440055318242929,0.1440059818500296,4.5002573670349655e-07,0.005016265666207789,0.007080629645456887,1,ok,CI_AVAILABLE,0.0014252156252041,0.0043420763686299,True,2000,ok
all,hela,xgboost,sequence_ctcf,sequence_ctcf_rrbs,rrbs,-0.005123696814169,-0.0082172847919246,-0.0030935879777556005,0.1825515044159523,0.1828322187536554,0.00028071433770310295,0.1440055318242929,0.1442094548314373,0.00020392300714439093,-0.030058369594651607,-0.031055444086311806,1,ok,CI_AVAILABLE,-0.0041847913525998,-0.0019630640745162,True,2000,ok
all,hela,xgboost,sequence_dnase,sequence_ctcf_dnase,ctcf,-0.0006587516239071,-0.005123696814169,-0.0044649451902619,0.18214558936936,0.1825515044159523,0.00040591504659229227,0.1430038420651051,0.1440055318242929,0.001001689759187796,-0.030387746941520397,-0.03396030166387459,1,ok,CI_AVAILABLE,-0.0073454319499433,-0.0015191793208941,True,2000,ok
all,hela,xgboost,sequence_dnase,sequence_dnase_h3k4me3,h3k4me3,-0.0006587516239071,0.0022700019937399,0.002928753617647,0.18214558936936,0.1818788398601132,-0.00026674950924682195,0.1430038420651051,0.1429456746788058,-5.8167386299295964e-05,0.014724120524545997,0.013896343099963487,1,ok,CI_AVAILABLE,0.0011310890549793,0.0048691779375076,True,2000,ok
all,hela,xgboost,sequence_dnase,sequence_dnase_rrbs,rrbs,-0.0006587516239071,-0.0071365422404581,-0.006477790616551,0.18214558936936,0.1827342004286095,0.0005886110592494831,0.1430038420651051,0.1434944195562698,0.0004905774911646843,-0.028915120236491496,-0.027353278040090703,1,ok,CI_AVAILABLE,-0.0087994141504168,-0.0040903030894696,True,2000,ok
