split_type,cell_line,model,random_seed,test_type,parent_combination,child_combination,added_environment,factor,null_hypothesis,alternative,observed_effect,p_value,n_permutations,seed,n_values,n_values_excluded,family_key,status,reason,fdr_family,FDR,fdr_status
all,hct116,mlp,42,environment_edge,sequence_dnase,sequence_dnase_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.0002059528581689155,0.0969030969030969,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,0.8631368631368631,ok
all,hct116,mlp,42,environment_edge,sequence_h3k4me3,sequence_ctcf_h3k4me3,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.0002222198571690872,0.07492507492507493,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,0.8631368631368631,ok
all,hct116,mlp,42,environment_edge,sequence_h3k4me3,sequence_dnase_h3k4me3,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00017408247360604521,0.09290709290709291,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,0.8631368631368631,ok
all,hct116,mlp,42,environment_edge,sequence_h3k4me3,sequence_h3k4me3_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00012923679696230577,0.2517482517482518,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,mlp,42,environment_edge,sequence_rrbs,sequence_ctcf_rrbs,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00013675209642003005,0.8481518481518482,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,mlp,42,environment_edge,sequence_rrbs,sequence_dnase_rrbs,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-3.865007004607235e-05,0.6003996003996004,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,mlp,42,environment_edge,sequence_rrbs,sequence_h3k4me3_rrbs,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0002669640300914853,0.978021978021978,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,mlp,42,environment_edge,sequence_ctcf_dnase,sequence_ctcf_dnase_h3k4me3,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00014255789381932332,0.13486513486513488,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,0.8631368631368631,ok
all,hct116,mlp,42,environment_edge,sequence_ctcf_dnase,sequence_ctcf_dnase_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.0001599723270300633,0.16183816183816183,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,0.8631368631368631,ok
all,hct116,mlp,42,environment_edge,sequence_ctcf_h3k4me3,sequence_ctcf_dnase_h3k4me3,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00021164737983230363,0.9270729270729271,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,mlp,42,environment_edge,sequence_ctcf_h3k4me3,sequence_ctcf_h3k4me3_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00018739527286049508,0.8501498501498501,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,mlp,42,environment_edge,sequence_ctcf_rrbs,sequence_ctcf_dnase_rrbs,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0002314618200862374,0.9630369630369631,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,mlp,42,environment_edge,sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00022462414632516903,0.9600399600399601,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,mlp,42,environment_edge,sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0001635099962692616,0.8611388611388612,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,mlp,42,environment_edge,sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0003121451090906191,1.0,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,mlp,42,environment_edge,sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00032956384646019496,0.968031968031968,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,mlp,42,environment_edge,sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0004956133924922926,1.0,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,mlp,42,environment_edge,sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-9.44122126537137e-05,0.8531468531468531,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,mlp,42,environment_edge,sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00026729943244687955,0.8991008991008991,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,mlp,42,environment_edge,sequence_ctcf_dnase_h3k4me3,all,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-5.4928230802450475e-05,0.7122877122877123,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,mlp,42,environment_edge,sequence_ctcf_dnase_rrbs,all,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-7.234266401319058e-05,0.6513486513486514,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,mlp,42,environment_edge,sequence_ctcf_h3k4me3_rrbs,all,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-7.918033777425881e-05,0.6543456543456544,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,mlp,42,environment_edge,sequence_dnase_h3k4me3_rrbs,all,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),9.3706882018907e-05,0.2217782217782218,1000,2024,4239,,environment_edge|all|hct116|mlp,ok,,environment_edge|all|hct116|mlp,1.0,ok
all,hct116,transformer,42,environment_edge,sequence,sequence_ctcf,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00017850801879232316,0.8591408591408591,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence,sequence_dnase,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-3.1093508425301814e-05,0.5854145854145855,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence,sequence_h3k4me3,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0007161406954740892,1.0,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence,sequence_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00014165435323530083,0.8801198801198801,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_ctcf,sequence_ctcf_dnase,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00027965956079618133,0.998001998001998,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_ctcf,sequence_ctcf_h3k4me3,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0005495348803044488,0.995004995004995,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_ctcf,sequence_ctcf_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00027336999130208597,1.0,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_dnase,sequence_ctcf_dnase,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00042707407116320255,0.986013986013986,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_dnase,sequence_dnase_h3k4me3,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00025009915188497806,0.9230769230769231,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_dnase,sequence_dnase_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00023705941623306797,0.8691308691308691,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_h3k4me3,sequence_ctcf_h3k4me3,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-1.190220362268256e-05,0.5294705294705294,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_h3k4me3,sequence_dnase_h3k4me3,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00043494803516380936,0.000999000999000999,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,0.03196803196803197,ok
all,hct116,transformer,42,environment_edge,sequence_h3k4me3,sequence_h3k4me3_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00012222811304430053,0.00999000999000999,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,0.15984015984015984,ok
all,hct116,transformer,42,environment_edge,sequence_rrbs,sequence_ctcf_rrbs,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0003102236568591082,0.954045954045954,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_rrbs,sequence_dnase_rrbs,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00012649857142306897,0.7202797202797203,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_rrbs,sequence_h3k4me3_rrbs,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.000452258229194488,1.0,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_ctcf_dnase,sequence_ctcf_dnase_h3k4me3,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0004407289483079647,0.996003996003996,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_ctcf_dnase,sequence_ctcf_dnase_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-4.465495527751066e-05,0.8211788211788211,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_ctcf_h3k4me3,sequence_ctcf_dnase_h3k4me3,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0001708536287996972,0.7572427572427572,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_ctcf_h3k4me3,sequence_ctcf_h3k4me3_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.00023344829816937957,0.14185814185814186,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_ctcf_rrbs,sequence_ctcf_dnase_rrbs,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-5.094452477160608e-05,0.6443556443556444,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-4.27165908329832e-05,0.5894105894105894,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0006177038675861891,0.998001998001998,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0004284050749685544,1.0,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00023466961020764536,0.8371628371628371,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00044144481062046456,0.97002997002997,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),9.931798150239649e-05,0.18281718281718282,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00011568515284904557,0.8531468531468531,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_ctcf_dnase_h3k4me3,all,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.0001559285112740678,0.1958041958041958,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_ctcf_dnase_rrbs,all,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00024014548175638607,0.983016983016983,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_ctcf_h3k4me3_rrbs,all,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0002483734156950089,0.989010989010989,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,transformer,42,environment_edge,sequence_dnase_h3k4me3_rrbs,all,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-3.3370281343566825e-05,0.6073926073926074,1000,2024,4239,,environment_edge|all|hct116|transformer,ok,,environment_edge|all|hct116|transformer,1.0,ok
all,hct116,xgboost,42,environment_edge,sequence,sequence_ctcf,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00031929435401769967,0.999000999000999,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,1.0,ok
all,hct116,xgboost,42,environment_edge,sequence,sequence_dnase,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),9.449573461900996e-06,0.25774225774225773,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,0.7032967032967034,ok
all,hct116,xgboost,42,environment_edge,sequence,sequence_h3k4me3,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-6.553731094826604e-05,0.8891108891108891,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,1.0,ok
all,hct116,xgboost,42,environment_edge,sequence,sequence_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0002935337954723905,1.0,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,1.0,ok
all,hct116,xgboost,42,environment_edge,sequence_ctcf,sequence_ctcf_dnase,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),5.0529715926254746e-05,0.09090909090909091,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,0.4155844155844156,ok
all,hct116,xgboost,42,environment_edge,sequence_ctcf,sequence_ctcf_h3k4me3,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),8.801642227278565e-05,0.03396603396603397,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,0.18115218115218115,ok
all,hct116,xgboost,42,environment_edge,sequence_ctcf,sequence_ctcf_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0001828474012718995,1.0,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,1.0,ok
all,hct116,xgboost,42,environment_edge,sequence_dnase,sequence_ctcf_dnase,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00027821421155334596,0.999000999000999,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,1.0,ok
all,hct116,xgboost,42,environment_edge,sequence_dnase,sequence_dnase_h3k4me3,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00029383884308002895,1.0,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,1.0,ok
all,hct116,xgboost,42,environment_edge,sequence_dnase,sequence_dnase_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),2.4601858201306037e-05,0.3546453546453546,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,0.856286570572285,ok
all,hct116,xgboost,42,environment_edge,sequence_h3k4me3,sequence_ctcf_h3k4me3,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00016574062079664805,0.955044955044955,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,1.0,ok
all,hct116,xgboost,42,environment_edge,sequence_h3k4me3,sequence_dnase_h3k4me3,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00021885195866986191,1.0,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,1.0,ok
all,hct116,xgboost,42,environment_edge,sequence_h3k4me3,sequence_h3k4me3_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00020130807116439898,1.0,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,1.0,ok
all,hct116,xgboost,42,environment_edge,sequence_rrbs,sequence_ctcf_rrbs,ctcf,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.0002086079598172087,0.99000999000999,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,1.0,ok
all,hct116,xgboost,42,environment_edge,sequence_rrbs,sequence_dnase_rrbs,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),0.0003275852271355976,0.000999000999000999,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,0.010656010656010656,ok
all,hct116,xgboost,42,environment_edge,sequence_rrbs,sequence_h3k4me3_rrbs,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),2.6688413359725496e-05,0.26373626373626374,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,0.7032967032967034,ok
all,hct116,xgboost,42,environment_edge,sequence_ctcf_dnase,sequence_ctcf_dnase_h3k4me3,h3k4me3,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),9.742317038072028e-05,0.027972027972027972,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,0.17902097902097902,ok
all,hct116,xgboost,42,environment_edge,sequence_ctcf_dnase,sequence_ctcf_dnase_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-0.00028086986360548367,1.0,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,1.0,ok
all,hct116,xgboost,42,environment_edge,sequence_ctcf_h3k4me3,sequence_ctcf_dnase_h3k4me3,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),5.993646403418939e-05,0.027972027972027972,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,0.17902097902097902,ok
all,hct116,xgboost,42,environment_edge,sequence_ctcf_h3k4me3,sequence_ctcf_h3k4me3_rrbs,rrbs,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),3.6344651399773534e-05,0.2087912087912088,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,0.7032967032967034,ok
all,hct116,xgboost,42,environment_edge,sequence_ctcf_rrbs,sequence_ctcf_dnase_rrbs,dnase,,mean per-sample loss difference (SE_parent - SE_child) = 0 on the same test samples (sign-flip randomization),greater (adding the environment reduces squared error),-4.749274640732945e-05,0.998001998001998,1000,2024,4239,,environment_edge|all|hct116|xgboost,ok,,environment_edge|all|hct116|xgboost,1.0,ok
