split_type,cell_line,model,parent_combination,child_combination,added_environment,parent_r2,child_r2,delta_r2,parent_rmse,child_rmse,delta_rmse,parent_mae,child_mae,delta_mae,delta_pearson,delta_spearman,n_paired,status,warning,ci_low,ci_high,ci_excludes_zero,n_bootstrap,bootstrap_status,abs_delta_r2,rel_delta_r2
all,hl60,cnn(5|3),sequence,sequence_ctcf,ctcf,-0.2606384307412237,-0.1228201862699749,0.1378182444712488,0.1274144490507505,0.1202481809483764,-0.007166268102374,0.100215709864239,0.0938280439677222,-0.0063876658965168,-0.0011238964285154,-0.0108972692262525,1,ok,CI_AVAILABLE,0.090079627931118,0.1896995455026626,True,2000,ok,0.1378182444712488,-0.5287717704534616
all,hl60,cnn(5|3),sequence,sequence_dnase,dnase,-0.2606384307412237,-0.1205864894096238,0.1400519413315999,0.1274144490507505,0.120128512765843,-0.0072859362849074,0.100215709864239,0.0943992034377806,-0.0058165064264583,-0.0185815342140396,-0.0046996829402232,1,ok,CI_AVAILABLE,0.0943944454193115,0.1893409490585327,True,2000,ok,0.1400519413315999,-0.5373418683242888
all,hl60,cnn(5|3),sequence,sequence_h3k4me3,h3k4me3,-0.2606384307412237,0.0086461938967662,0.2692846246379899,0.1274144490507505,0.1129894119936073,-0.0144250370571431,0.100215709864239,0.0877879080775342,-0.0124278017867048,0.1191593227095585,0.1695185216179356,1,ok,CI_AVAILABLE,0.2165449559688568,0.3277782201766968,True,2000,ok,0.2692846246379899,-1.0331731351826263
all,hl60,cnn(5|3),sequence,sequence_rrbs,rrbs,-0.2606384307412237,-0.2765707212879957,-0.0159322905467719,0.1274144490507505,0.128217070266541,0.0008026212157904,0.100215709864239,0.0994953661950696,-0.0007203436691693,-0.069728198527497,-0.0649215513845602,1,ok,CI_AVAILABLE,-0.0681207180023193,0.0342435166239738,False,2000,ok,0.0159322905467719,0.06112794073177321
all,hl60,cnn(5|3),sequence_ctcf,sequence_ctcf_dnase,dnase,-0.1228201862699749,-0.1346935465029779,-0.011873360233003,0.1202481809483764,0.120882296431087,0.0006341154827105,0.0938280439677222,0.0937819537860996,-4.60901816225906e-05,-0.0181964571461138,-0.0145432953779389,1,ok,CI_AVAILABLE,-0.0515234097838401,0.0275050345808267,False,2000,ok,0.011873360233003,0.09667270986630647
all,hl60,cnn(5|3),sequence_ctcf,sequence_ctcf_h3k4me3,h3k4me3,-0.1228201862699749,-0.0133880649835624,0.1094321212864125,0.1202481809483764,0.114238186968401,-0.0060099939799753,0.0938280439677222,0.0892446426744707,-0.0045834012932514,0.0517288042802393,0.0609503740741026,1,ok,CI_AVAILABLE,0.072434976696968,0.1468555033206939,True,2000,ok,0.1094321212864125,-0.8909945881849285
all,hl60,cnn(5|3),sequence_ctcf,sequence_ctcf_rrbs,rrbs,-0.1228201862699749,0.0280415817501268,0.1508617680201017,0.1202481809483764,0.1118786589981564,-0.00836952195022,0.0938280439677222,0.0862734625896578,-0.0075545813780643,0.058951133576694,0.1258964799994304,1,ok,CI_AVAILABLE,0.10552479326725,0.1979603618383407,True,2000,ok,0.1508617680201017,-1.228314111887827
all,hl60,cnn(5|3),sequence_dnase,sequence_ctcf_dnase,ctcf,-0.1205864894096238,-0.1346935465029779,-0.0141070570933541,0.120128512765843,0.120882296431087,0.0007537836652439,0.0943992034377806,0.0937819537860996,-0.000617249651681,-0.0007388193605896,-0.0207408816639681,1,ok,CI_AVAILABLE,-0.054263886064291,0.0267827715724706,False,2000,ok,0.0141070570933541,0.11698704525208808
all,hl60,cnn(5|3),sequence_dnase,sequence_dnase_h3k4me3,h3k4me3,-0.1205864894096238,-0.5091127449868231,-0.3885262555771993,0.120128512765843,0.1394068945299035,0.0192783817640605,0.0943992034377806,0.1101946108561791,0.0157954074183984,-0.0462700535084641,-0.0347780305653436,1,ok,CI_AVAILABLE,-0.464765727519989,-0.3146175742149353,True,2000,ok,0.3885262555771993,3.2219716941705054
all,hl60,cnn(5|3),sequence_dnase,sequence_dnase_rrbs,rrbs,-0.1205864894096238,-0.4144363779007951,-0.2938498884911713,0.120128512765843,0.134963122683771,0.0148346099179279,0.0943992034377806,0.1053334296024216,0.010934226164641,0.0249311536352593,0.0281708743642584,1,ok,CI_AVAILABLE,-0.3627939522266388,-0.2275253385305404,True,2000,ok,0.2938498884911713,2.4368392340619844
all,hl60,cnn(5|3),sequence_h3k4me3,sequence_ctcf_h3k4me3,ctcf,0.0086461938967662,-0.0133880649835624,-0.0220342588803286,0.1129894119936073,0.114238186968401,0.0012487749747936,0.0877879080775342,0.0892446426744707,0.0014567345969365,-0.0685544148578346,-0.1194654167700855,1,ok,CI_AVAILABLE,-0.0627351775765419,0.0205599106848239,False,2000,ok,0.0220342588803286,-2.5484345069533694
all,hl60,cnn(5|3),sequence_h3k4me3,sequence_dnase_h3k4me3,dnase,0.0086461938967662,-0.5091127449868231,-0.5177589388835894,0.1129894119936073,0.1394068945299035,0.0264174825362962,0.0877879080775342,0.1101946108561791,0.0224067027786449,-0.1840109104320623,-0.2089962351235025,1,ok,CI_AVAILABLE,-0.6027690768241882,-0.4332639873027801,True,2000,ok,0.5177589388835894,-59.882873905619746
all,hl60,cnn(5|3),sequence_h3k4me3,sequence_h3k4me3_rrbs,rrbs,0.0086461938967662,0.0124678989084041,0.0038217050116379,0.1129894119936073,0.112771412543534,-0.0002179994500733,0.0877879080775342,0.0896990282688943,0.00191112019136,-0.019130807240476,-0.0279990441823306,1,ok,CI_AVAILABLE,-0.0275154132395982,0.0366964414715766,False,2000,ok,0.0038217050116379,0.44201009800014696
all,hl60,cnn(5|3),sequence_rrbs,sequence_ctcf_rrbs,ctcf,-0.2765707212879957,0.0280415817501268,0.3046123030381225,0.128217070266541,0.1118786589981564,-0.0163384112683846,0.0994953661950696,0.0862734625896578,-0.0132219036054117,0.1275554356756756,0.1799207621577381,1,ok,CI_AVAILABLE,0.2420960515737533,0.3720079958438873,True,2000,ok,0.3046123030381225,-1.101390275946552
all,hl60,cnn(5|3),sequence_rrbs,sequence_dnase_rrbs,dnase,-0.2765707212879957,-0.4144363779007951,-0.1378656566127994,0.128217070266541,0.134963122683771,0.00674605241723,0.0994953661950696,0.1053334296024216,0.005838063407352,0.0760778179487167,0.0883927428085953,1,ok,CI_AVAILABLE,-0.204918086528778,-0.0719716846942901,True,2000,ok,0.1378656566127994,0.4984824712129907
all,hl60,cnn(5|3),sequence_rrbs,sequence_h3k4me3_rrbs,h3k4me3,-0.2765707212879957,0.0124678989084041,0.2890386201963998,0.128217070266541,0.112771412543534,-0.015445657723007,0.0994953661950696,0.0896990282688943,-0.0097963379261753,0.1697567139965796,0.2064410288201651,1,ok,CI_AVAILABLE,0.2297116219997406,0.3516328930854797,True,2000,ok,0.2890386201963998,-1.0450803282803791
all,hl60,cnn(5|3),sequence_ctcf_dnase,sequence_ctcf_dnase_h3k4me3,h3k4me3,-0.1346935465029779,0.0184498693891468,0.1531434158921247,0.120882296431087,0.1124293376097841,-0.0084529588213028,0.0937819537860996,0.0876662517818828,-0.0061157020042168,0.0765982372526139,0.1158472211800338,1,ok,CI_AVAILABLE,0.1106279343366622,0.1961993724107742,True,2000,ok,0.1531434158921247,-1.1369766396992071
all,hl60,cnn(5|3),sequence_ctcf_dnase,sequence_ctcf_dnase_rrbs,rrbs,-0.1346935465029779,0.0391645615475119,0.1738581080504898,0.120882296431087,0.1112366537332483,-0.0096456426978387,0.0937819537860996,0.0873166465304562,-0.0064653072556433,0.0852919166852153,0.1501965333617533,1,ok,CI_AVAILABLE,0.1301121413707733,0.2190205305814743,True,2000,ok,0.1738581080504898,-1.290767914011723
all,hl60,cnn(5|3),sequence_ctcf_h3k4me3,sequence_ctcf_dnase_h3k4me3,dnase,-0.0133880649835624,0.0184498693891468,0.0318379343727091,0.114238186968401,0.1124293376097841,-0.0018088493586169,0.0892446426744707,0.0876662517818828,-0.0015783908925879,0.0066729758262606,0.0403535517279922,1,ok,CI_AVAILABLE,-0.0040576518513262,0.0664471611380577,False,2000,ok,0.0318379343727091,-2.378083346009978
all,hl60,cnn(5|3),sequence_ctcf_h3k4me3,sequence_ctcf_h3k4me3_rrbs,rrbs,-0.0133880649835624,-0.3886201242171077,-0.3752320592335453,0.114238186968401,0.1337257791002433,0.0194875921318423,0.0892446426744707,0.1045630536372333,0.0153184109627625,-0.1375315727118779,-0.1296070827043263,1,ok,CI_AVAILABLE,-0.4359360933303833,-0.3184643089771271,True,2000,ok,0.3752320592335453,28.027355685399478
all,hl60,cnn(5|3),sequence_ctcf_rrbs,sequence_ctcf_dnase_rrbs,dnase,0.0280415817501268,0.0391645615475119,0.011122979797385,0.1118786589981564,0.1112366537332483,-0.000642005264908,0.0862734625896578,0.0873166465304562,0.0010431839407984,0.0081443259624074,0.0097567579843839,1,ok,CI_AVAILABLE,-0.0125743690878152,0.0338332653045654,False,2000,ok,0.011122979797385,0.39666021326827267
all,hl60,cnn(5|3),sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,h3k4me3,0.0280415817501268,-0.3886201242171077,-0.4166617059672344,0.1118786589981564,0.1337257791002433,0.0218471201020869,0.0862734625896578,0.1045630536372333,0.0182895910475754,-0.1447539020083326,-0.1945531886296541,1,ok,CI_AVAILABLE,-0.4854840338230133,-0.3484635353088379,True,2000,ok,0.4166617059672344,-14.858709101363381
all,hl60,cnn(5|3),sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,ctcf,-0.5091127449868231,0.0184498693891468,0.52756261437597,0.1394068945299035,0.1124293376097841,-0.0269775569201194,0.1101946108561791,0.0876662517818828,-0.0225283590742963,0.1221294714004884,0.1298843700814093,1,ok,CI_AVAILABLE,0.4434137344360351,0.6165320873260498,True,2000,ok,0.52756261437597,-1.0362392604994093
all,hl60,cnn(5|3),sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,rrbs,-0.5091127449868231,-0.1891612386494454,0.3199515063373777,0.1394068945299035,0.1237495937065391,-0.0156573008233644,0.1101946108561791,0.0963192172716362,-0.0138753935845429,0.0727655844895081,0.0501369967386762,1,ok,CI_AVAILABLE,0.2466085702180862,0.3905449211597442,True,2000,ok,0.3199515063373777,-0.6284492177575689
all,hl60,cnn(5|3),sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,ctcf,-0.4144363779007951,0.0391645615475119,0.453600939448307,0.134963122683771,0.1112366537332483,-0.0237264689505227,0.1053334296024216,0.0873166465304562,-0.0180167830719654,0.0596219436893663,0.1012847773335267,1,ok,CI_AVAILABLE,0.3752256035804748,0.5343192219734192,True,2000,ok,0.453600939448307,-1.0945007813886618
all,hl60,cnn(5|3),sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,h3k4me3,-0.4144363779007951,-0.1891612386494454,0.2252751392513497,0.134963122683771,0.1237495937065391,-0.0112135289772319,0.1053334296024216,0.0963192172716362,-0.0090142123307854,0.0015643773457846,-0.0128119081909258,1,ok,CI_AVAILABLE,0.1556611806154251,0.2936666011810303,True,2000,ok,0.2252751392513497,-0.543569897006663
all,hl60,cnn(5|3),sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,ctcf,0.0124678989084041,-0.3886201242171077,-0.4010880231255118,0.112771412543534,0.1337257791002433,0.0209543665567093,0.0896990282688943,0.1045630536372333,0.014864025368339,-0.1869551803292365,-0.2210734552920812,1,ok,CI_AVAILABLE,-0.4691536128520965,-0.3385636508464813,True,2000,ok,0.4010880231255118,-32.16965633681508
all,hl60,cnn(5|3),sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,dnase,0.0124678989084041,-0.1891612386494454,-0.2016291375578495,0.112771412543534,0.1237495937065391,0.010978181163005,0.0896990282688943,0.0963192172716362,0.0066201890027419,-0.0921145187020782,-0.1308601942024957,1,ok,CI_AVAILABLE,-0.2586847245693207,-0.1466852575540542,True,2000,ok,0.2016291375578495,-16.171861757873216
all,hl60,cnn(5|3),sequence_ctcf_dnase_h3k4me3,all,rrbs,0.0184498693891468,-0.1756957642737777,-0.1941456336629245,0.1124293376097841,0.1230469593414435,0.0106176217316593,0.0876662517818828,0.0959627810616211,0.0082965292797382,-0.0993802246966778,-0.1508078042547809,1,ok,CI_AVAILABLE,-0.2435295283794403,-0.1485962718725204,True,2000,ok,0.1941456336629245,-10.522873065818631
all,hl60,cnn(5|3),sequence_ctcf_dnase_rrbs,all,h3k4me3,0.0391645615475119,-0.1756957642737777,-0.2148603258212896,0.1112366537332483,0.1230469593414435,0.0118103056081951,0.0873166465304562,0.0959627810616211,0.0086461345311648,-0.1080739041292792,-0.1851571164365004,1,ok,CI_AVAILABLE,-0.265153706073761,-0.167371779680252,True,2000,ok,0.2148603258212896,-5.486090417752668
all,hl60,cnn(5|3),sequence_ctcf_h3k4me3_rrbs,all,dnase,-0.3886201242171077,-0.1756957642737777,0.2129243599433299,0.1337257791002433,0.1230469593414435,-0.0106788197587998,0.1045630536372333,0.0959627810616211,-0.0086002725756122,0.0448243238414607,0.0191528301775377,1,ok,CI_AVAILABLE,0.1650439202785492,0.2596633434295654,True,2000,ok,0.2129243599433299,-0.5478984403401017
all,hl60,cnn(5|3),sequence_dnase_h3k4me3_rrbs,all,ctcf,-0.1891612386494454,-0.1756957642737777,0.0134654743756676,0.1237495937065391,0.1230469593414435,-0.0007026343650956,0.0963192172716362,0.0959627810616211,-0.0003564362100151,-0.0500163377856975,-0.0710604309120478,1,ok,CI_AVAILABLE,-0.0337841100990772,0.0638665482401847,False,2000,ok,0.0134654743756676,-0.07118516706597533
all,hl60,cnn(7|3),sequence,sequence_ctcf,ctcf,-0.4390723640260814,-0.1194984903970386,0.3195738736290428,0.1361334108277296,0.1200701810597973,-0.0160632297679322,0.1073873363451418,0.0936457622762202,-0.0137415740689215,0.0070898233108535,-0.032999438424522,1,ok,CI_AVAILABLE,0.2484925985336303,0.3933804929256439,True,2000,ok,0.3195738736290428,-0.7278387341410077
all,hl60,cnn(7|3),sequence,sequence_dnase,dnase,-0.4390723640260814,-0.6448792519726767,-0.2058068879465953,0.1361334108277296,0.1455426977560583,0.0094092869283287,0.1073873363451418,0.1142560110933475,0.0068686747482056,-0.0341615365101885,-0.0318613234432011,1,ok,CI_AVAILABLE,-0.2995788156986236,-0.1117105856537818,True,2000,ok,0.2058068879465953,0.4687311359326868
all,hl60,cnn(7|3),sequence,sequence_h3k4me3,h3k4me3,-0.4390723640260814,-0.7916145069096763,-0.3525421428835948,0.1361334108277296,0.1518957751644754,0.0157623643367458,0.1073873363451418,0.1184266073268574,0.0110392709817156,0.0002125673799218,0.0051180907309787,1,ok,CI_AVAILABLE,-0.4594027698040008,-0.2499147355556488,True,2000,ok,0.3525421428835948,0.8029249202818272
all,hl60,cnn(7|3),sequence,sequence_rrbs,rrbs,-0.4390723640260814,-0.6315738605067456,-0.1925014964806641,0.1361334108277296,0.1449528567185202,0.0088194458907906,0.1073873363451418,0.1126818215386558,0.0052944851935139,0.0377669938737351,0.0321016036552859,1,ok,CI_AVAILABLE,-0.2830963730812073,-0.1021767780184745,True,2000,ok,0.1925014964806641,0.438427722290509
all,hl60,cnn(7|3),sequence_ctcf,sequence_ctcf_dnase,dnase,-0.1194984903970386,-0.4973088765514584,-0.3778103861544198,0.1200701810597973,0.1388606228758925,0.0187904418160951,0.0936457622762202,0.1086193099519263,0.014973547675706,-0.0169393745900416,0.0216953120016949,1,ok,CI_AVAILABLE,-0.4583427011966705,-0.3014744818210602,True,2000,ok,0.3778103861544198,3.1616331294155215
all,hl60,cnn(7|3),sequence_ctcf,sequence_ctcf_h3k4me3,h3k4me3,-0.1194984903970386,-0.442029735390254,-0.3225312449932154,0.1200701810597973,0.1362732197885375,0.0162030387287401,0.0936457622762202,0.1054084797457994,0.0117627174695791,-0.0311667839965766,0.0071091279272383,1,ok,CI_AVAILABLE,-0.3978386223316192,-0.2551226317882538,True,2000,ok,0.3225312449932154,2.699040330313732
all,hl60,cnn(7|3),sequence_ctcf,sequence_ctcf_rrbs,rrbs,-0.1194984903970386,-0.3917770748165663,-0.2722785844195277,0.1200701810597973,0.1338777018618936,0.0138075208020962,0.0936457622762202,0.1050210266862143,0.011375264409994,-0.0521032716699832,-0.0343601411081355,1,ok,CI_AVAILABLE,-0.3366539776325226,-0.2121558636426925,True,2000,ok,0.2722785844195277,2.278510661639917
all,hl60,cnn(7|3),sequence_dnase,sequence_ctcf_dnase,ctcf,-0.6448792519726767,-0.4973088765514584,0.1475703754212183,0.1455426977560583,0.1388606228758925,-0.0066820748801658,0.1142560110933475,0.1086193099519263,-0.0056367011414212,0.0243119852310005,0.0205571970203739,1,ok,CI_AVAILABLE,0.059717196971178,0.2388342469930648,True,2000,ok,0.1475703754212183,-0.22883411889869704
all,hl60,cnn(7|3),sequence_dnase,sequence_dnase_h3k4me3,h3k4me3,-0.6448792519726767,-0.8364385603115736,-0.1915593083388969,0.1455426977560583,0.1537841621989954,0.0082414644429371,0.1142560110933475,0.1208693012317036,0.006613290138356,-0.0311840424821185,-0.0317280403453659,1,ok,CI_AVAILABLE,-0.2912913858890533,-0.0984215885400772,True,2000,ok,0.1915593083388969,0.29704678473205587
all,hl60,cnn(7|3),sequence_dnase,sequence_dnase_rrbs,rrbs,-0.6448792519726767,-0.7094893516644565,-0.0646100996917797,0.1455426977560583,0.1483735915342243,0.002830893778166,0.1142560110933475,0.1161749993418639,0.0019189882485163,-0.0353872715385381,-0.0282745164002132,1,ok,CI_AVAILABLE,-0.1559155434370041,0.0263674054294824,False,2000,ok,0.0646100996917797,0.10018945328778728
all,hl60,cnn(7|3),sequence_h3k4me3,sequence_ctcf_h3k4me3,ctcf,-0.7916145069096763,-0.442029735390254,0.3495847715194223,0.1518957751644754,0.1362732197885375,-0.0156225553759379,0.1184266073268574,0.1054084797457994,-0.013018127581058,-0.0242895280656449,-0.0310084012282624,1,ok,CI_AVAILABLE,0.246091604232788,0.4581343829631805,True,2000,ok,0.3495847715194223,-0.44160985993566454
all,hl60,cnn(7|3),sequence_h3k4me3,sequence_dnase_h3k4me3,dnase,-0.7916145069096763,-0.8364385603115736,-0.0448240534018973,0.1518957751644754,0.1537841621989954,0.00188838703452,0.1184266073268574,0.1208693012317036,0.0024426939048461,-0.065558146372229,-0.0687074545195458,1,ok,CI_AVAILABLE,-0.1415895223617553,0.0534191280603408,False,2000,ok,0.0448240534018973,0.05662358763090702
all,hl60,cnn(7|3),sequence_h3k4me3,sequence_h3k4me3_rrbs,rrbs,-0.7916145069096763,-0.6325774704334362,0.1590370364762401,0.1518957751644754,0.1449974313973225,-0.0068983437671528,0.1184266073268574,0.1121012067614277,-0.0063254005654297,-0.0245850266136531,-0.0282958858746004,1,ok,CI_AVAILABLE,0.0548752211034297,0.266804039478302,True,2000,ok,0.1590370364762401,-0.20090212481968364
all,hl60,cnn(7|3),sequence_rrbs,sequence_ctcf_rrbs,ctcf,-0.6315738605067456,-0.3917770748165663,0.2397967856901792,0.1449528567185202,0.1338777018618936,-0.0110751548566266,0.1126818215386558,0.1050210266862143,-0.0076607948524415,-0.0827804422328648,-0.0994611831879436,1,ok,CI_AVAILABLE,0.1542842388153076,0.3343160152435303,True,2000,ok,0.2397967856901792,-0.3796813020377021
all,hl60,cnn(7|3),sequence_rrbs,sequence_dnase_rrbs,dnase,-0.6315738605067456,-0.7094893516644565,-0.0779154911577109,0.1449528567185202,0.1483735915342243,0.003420734815704,0.1126818215386558,0.1161749993418639,0.003493177803208,-0.1073158019224619,-0.0922374434987003,1,ok,CI_AVAILABLE,-0.1742143779993057,0.0138883916661143,False,2000,ok,0.0779154911577109,0.12336718795675794
all,hl60,cnn(7|3),sequence_rrbs,sequence_h3k4me3_rrbs,h3k4me3,-0.6315738605067456,-0.6325774704334362,-0.0010036099266905,0.1449528567185202,0.1449974313973225,4.457467880228383e-05,0.1126818215386558,0.1121012067614277,-0.0005806147772281,-0.0621394531074664,-0.0552793987989076,1,ok,CI_AVAILABLE,-0.0943609029054641,0.0924670845270156,False,2000,ok,0.0010036099266905,0.0015890618492115079
all,hl60,cnn(7|3),sequence_ctcf_dnase,sequence_ctcf_dnase_h3k4me3,h3k4me3,-0.4973088765514584,-0.5699367692135144,-0.072627892662056,0.1388606228758925,0.1421885056435149,0.0033278827676224,0.1086193099519263,0.1113160221033544,0.002696712151428,-0.0355225803336513,-0.0444250392150279,1,ok,CI_AVAILABLE,-0.1499301046133041,0.0044829188846051,False,2000,ok,0.072627892662056,0.14604181844829978
all,hl60,cnn(7|3),sequence_ctcf_dnase,sequence_ctcf_dnase_rrbs,rrbs,-0.4973088765514584,-0.2033337602280389,0.2939751163234195,0.1388606228758925,0.124484838443019,-0.0143757844328734,0.1086193099519263,0.0971748454035089,-0.0114444645484173,0.0041665864945604,-0.0234606640470999,1,ok,CI_AVAILABLE,0.2223952263593673,0.3696748614311218,True,2000,ok,0.2939751163234195,-0.5911318502134172
all,hl60,cnn(7|3),sequence_ctcf_h3k4me3,sequence_ctcf_dnase_h3k4me3,dnase,-0.442029735390254,-0.5699367692135144,-0.1279070338232604,0.1362732197885375,0.1421885056435149,0.0059152858549774,0.1054084797457994,0.1113160221033544,0.005907542357555,-0.0212951709271164,-0.0298388551405714,1,ok,CI_AVAILABLE,-0.2101245075464248,-0.0512568429112434,True,2000,ok,0.1279070338232604,0.2893629626756566
all,hl60,cnn(7|3),sequence_ctcf_h3k4me3,sequence_ctcf_h3k4me3_rrbs,rrbs,-0.442029735390254,-0.3871356526799945,0.0548940827102594,0.1362732197885375,0.1336542817945952,-0.0026189379939422,0.1054084797457994,0.1045065015699779,-0.0009019781758214,-0.0272196370926088,-0.0380785299407596,1,ok,CI_AVAILABLE,-0.0162817183881998,0.1292760372161865,False,2000,ok,0.0548940827102594,-0.12418640266767383
all,hl60,cnn(7|3),sequence_ctcf_rrbs,sequence_ctcf_dnase_rrbs,dnase,-0.3917770748165663,-0.2033337602280389,0.1884433145885274,0.1338777018618936,0.124484838443019,-0.0093928634188746,0.1050210266862143,0.0971748454035089,-0.0078461812827053,0.039330483574502,0.0325947890627305,1,ok,CI_AVAILABLE,0.1280034333467483,0.2504773139953613,True,2000,ok,0.1884433145885274,-0.480996277479376
all,hl60,cnn(7|3),sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,h3k4me3,-0.3917770748165663,-0.3871356526799945,0.0046414221365718,0.1338777018618936,0.1336542817945952,-0.0002234200672983,0.1050210266862143,0.1045065015699779,-0.0005145251162363,-0.0062831494192022,0.0033907390946142,1,ok,CI_AVAILABLE,-0.0621031746268272,0.0684398487210273,False,2000,ok,0.0046414221365718,-0.01184709988134185
all,hl60,cnn(7|3),sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,ctcf,-0.8364385603115736,-0.5699367692135144,0.2665017910980591,0.1537841621989954,0.1421885056435149,-0.0115956565554805,0.1208693012317036,0.1113160221033544,-0.0095532791283492,0.0199734473794677,0.0078601981507119,1,ok,CI_AVAILABLE,0.1771154105663299,0.3573702275753021,True,2000,ok,0.2665017910980591,-0.31861490340520304
all,hl60,cnn(7|3),sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,rrbs,-0.8364385603115736,-0.2487065201334004,0.5877320401781732,0.1537841621989954,0.1268100281874465,-0.0269741340115489,0.1208693012317036,0.0985528573453038,-0.0223164438863998,0.0689558404774072,0.0458605344010768,1,ok,CI_AVAILABLE,0.500360906124115,0.6823558807373047,True,2000,ok,0.5877320401781732,-0.7026601451267894
all,hl60,cnn(7|3),sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,ctcf,-0.7094893516644565,-0.2033337602280389,0.5061555914364175,0.1483735915342243,0.124484838443019,-0.0238887530912053,0.1161749993418639,0.0971748454035089,-0.0190001539383549,0.0638658432640991,0.0253710493734872,1,ok,CI_AVAILABLE,0.4119860529899597,0.6076517105102539,True,2000,ok,0.5061555914364175,-0.7134082988687293
all,hl60,cnn(7|3),sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,h3k4me3,-0.7094893516644565,-0.2487065201334004,0.4607828315310561,0.1483735915342243,0.1268100281874465,-0.0215635633467778,0.1161749993418639,0.0985528573453038,-0.0176221419965601,0.0731590695338268,0.0424070104559241,1,ok,CI_AVAILABLE,0.3815168440341949,0.5478063821792603,True,2000,ok,0.4607828315310561,-0.6494570079875944
all,hl60,cnn(7|3),sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,ctcf,-0.6325774704334362,-0.3871356526799945,0.2454418177534416,0.1449974313973225,0.1336542817945952,-0.0113431496027272,0.1121012067614277,0.1045065015699779,-0.0075947051914497,-0.0269241385446006,-0.0407910452944217,1,ok,CI_AVAILABLE,0.1588629782199859,0.3367716670036316,True,2000,ok,0.2454418177534416,-0.38800278104319325
all,hl60,cnn(7|3),sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,dnase,-0.6325774704334362,-0.2487065201334004,0.3838709503000357,0.1449974313973225,0.1268100281874465,-0.0181874032098759,0.1121012067614277,0.0985528573453038,-0.0135483494161239,0.0279827207188313,0.0054489657561314,1,ok,CI_AVAILABLE,0.3095763921737671,0.465158998966217,True,2000,ok,0.3838709503000357,-0.6068362662948001
all,hl60,cnn(7|3),sequence_ctcf_dnase_h3k4me3,all,rrbs,-0.5699367692135144,-0.5271269126777272,0.0428098565357872,0.1421885056435149,0.1402364711416651,-0.0019520345018498,0.1113160221033544,0.1104915928327063,-0.000824429270648,-0.0292391250964798,-0.0172316628540659,1,ok,CI_AVAILABLE,-0.0341783389449119,0.1248705759644508,False,2000,ok,0.0428098565357872,-0.0751133438799935
all,hl60,cnn(7|3),sequence_ctcf_dnase_rrbs,all,h3k4me3,-0.2033337602280389,-0.5271269126777272,-0.3237931524496882,0.124484838443019,0.1402364711416651,0.0157516326986461,0.0971748454035089,0.1104915928327063,0.0133167474291974,-0.0689282919246916,-0.0381960380219939,1,ok,CI_AVAILABLE,-0.3933664858341217,-0.2558971047401428,True,2000,ok,0.3237931524496882,1.5924219966549287
all,hl60,cnn(7|3),sequence_ctcf_h3k4me3_rrbs,all,dnase,-0.3871356526799945,-0.5271269126777272,-0.1399912599977326,0.1336542817945952,0.1402364711416651,0.0065821893470698,0.1045065015699779,0.1104915928327063,0.0059850912627284,-0.0233146589309874,-0.0089919880538776,1,ok,CI_AVAILABLE,-0.2114257663488388,-0.0729273855686187,True,2000,ok,0.1399912599977326,0.36160776985696297
all,hl60,cnn(7|3),sequence_dnase_h3k4me3_rrbs,all,ctcf,-0.2487065201334004,-0.5271269126777272,-0.2784203925443267,0.1268100281874465,0.1402364711416651,0.0134264429542186,0.0985528573453038,0.1104915928327063,0.0119387354874025,-0.0782215181944193,-0.0552319991044308,1,ok,CI_AVAILABLE,-0.3420960307121277,-0.2145837247371673,True,2000,ok,0.2784203925443267,1.119473636617924
all,hl60,linear,sequence,sequence_ctcf,ctcf,0.0270207195362172,0.037400454198787,0.0103797346625698,0.1119373974787801,0.1113387229332498,-0.0005986745455303,0.0895093584725694,0.0882020351927998,-0.0013073232797695,-0.0165384475884292,-0.0216659607822543,1,ok,CI_AVAILABLE,-0.0018616035813465,0.0223102550953626,False,2000,ok,0.0103797346625698,0.3841398319780985
all,hl60,linear,sequence,sequence_dnase,dnase,0.0270207195362172,0.0252815748206315,-0.0017391447155856,0.1119373974787801,0.1120373936565602,9.999617778008728e-05,0.0895093584725694,0.0895718802254947,6.252175292530138e-05,-0.0011192195944736,-0.0009600677822531,1,ok,CI_AVAILABLE,-0.0048201098106801,0.0010616719955578,False,2000,ok,0.0017391447155856,-0.06436337541842803
