cell_line,environment,region,model,mean_norm_attribution
hek293t,sequence,seed core (9-16),transformer,0.32351861787478975
hek293t,sequence,PAM-proximal seed (17-20),transformer,0.4250565407252396
hek293t,sequence,PAM (21-23),transformer,0.07804916646727368
hek293t,sequence,PAM-distal (1-8),xgboost,0.277977779573489
hek293t,sequence,seed core (9-16),xgboost,0.3410775569076725
hek293t,sequence,PAM-proximal seed (17-20),xgboost,0.320583114474167
hek293t,sequence,PAM (21-23),xgboost,0.06036154904467156
hek293t,sequence_ctcf,PAM-distal (1-8),cnn,0.3419977874039958
hek293t,sequence_ctcf,seed core (9-16),cnn,0.3440586005027732
hek293t,sequence_ctcf,PAM-proximal seed (17-20),cnn,0.20483939018882302
hek293t,sequence_ctcf,PAM (21-23),cnn,0.10910422190440792
hek293t,sequence_ctcf,PAM-distal (1-8),linear,0.24062059958508758
hek293t,sequence_ctcf,seed core (9-16),linear,0.0001210053203655034
hek293t,sequence_ctcf,PAM-proximal seed (17-20),linear,1.540750459270902e-11
hek293t,sequence_ctcf,PAM (21-23),linear,0.7592583950791395
hek293t,sequence_ctcf,PAM-distal (1-8),mlp,0.3033735647323398
hek293t,sequence_ctcf,seed core (9-16),mlp,0.3271790149063423
hek293t,sequence_ctcf,PAM-proximal seed (17-20),mlp,0.2172300627842314
hek293t,sequence_ctcf,PAM (21-23),mlp,0.1522173575770865
hek293t,sequence_ctcf,PAM-distal (1-8),transformer,0.21570314302161708
hek293t,sequence_ctcf,seed core (9-16),transformer,0.28356501887496777
hek293t,sequence_ctcf,PAM-proximal seed (17-20),transformer,0.38920503802792294
hek293t,sequence_ctcf,PAM (21-23),transformer,0.11152680007549222
hek293t,sequence_ctcf,PAM-distal (1-8),xgboost,0.27597179274168293
hek293t,sequence_ctcf,seed core (9-16),xgboost,0.3376115041356057
hek293t,sequence_ctcf,PAM-proximal seed (17-20),xgboost,0.3190059509204022
hek293t,sequence_ctcf,PAM (21-23),xgboost,0.06741075220230922
hek293t,sequence_ctcf_dnase,PAM-distal (1-8),cnn,0.34562282242605824
hek293t,sequence_ctcf_dnase,seed core (9-16),cnn,0.35178527215620903
hek293t,sequence_ctcf_dnase,PAM-proximal seed (17-20),cnn,0.19670065189029443
hek293t,sequence_ctcf_dnase,PAM (21-23),cnn,0.10589125352743826
hek293t,sequence_ctcf_dnase,PAM-distal (1-8),linear,0.5068889033103134
hek293t,sequence_ctcf_dnase,seed core (9-16),linear,0.2067109174631261
hek293t,sequence_ctcf_dnase,PAM-proximal seed (17-20),linear,0.14618680640772536
hek293t,sequence_ctcf_dnase,PAM (21-23),linear,0.14021337281883509
hek293t,sequence_ctcf_dnase,PAM-distal (1-8),mlp,0.3213821522361716
hek293t,sequence_ctcf_dnase,seed core (9-16),mlp,0.3350907765034832
hek293t,sequence_ctcf_dnase,PAM-proximal seed (17-20),mlp,0.20461745263152722
hek293t,sequence_ctcf_dnase,PAM (21-23),mlp,0.138909618628818
hek293t,sequence_ctcf_dnase,PAM-distal (1-8),transformer,0.21967006054134275
hek293t,sequence_ctcf_dnase,seed core (9-16),transformer,0.2689724482753107
hek293t,sequence_ctcf_dnase,PAM-proximal seed (17-20),transformer,0.4064682217723197
hek293t,sequence_ctcf_dnase,PAM (21-23),transformer,0.10488926941102675
hek293t,sequence_ctcf_dnase,PAM-distal (1-8),xgboost,0.279429077126888
hek293t,sequence_ctcf_dnase,seed core (9-16),xgboost,0.3380847835884837
hek293t,sequence_ctcf_dnase,PAM-proximal seed (17-20),xgboost,0.31506665175959875
hek293t,sequence_ctcf_dnase,PAM (21-23),xgboost,0.06741948752502952
hek293t,sequence_ctcf_dnase_h3k4me3,PAM-distal (1-8),cnn,0.33473797235496733
hek293t,sequence_ctcf_dnase_h3k4me3,seed core (9-16),cnn,0.3593464054143013
hek293t,sequence_ctcf_dnase_h3k4me3,PAM-proximal seed (17-20),cnn,0.19553231663029222
hek293t,sequence_ctcf_dnase_h3k4me3,PAM (21-23),cnn,0.1103833056004392
hek293t,sequence_ctcf_dnase_h3k4me3,PAM-distal (1-8),linear,0.508631073919316
hek293t,sequence_ctcf_dnase_h3k4me3,seed core (9-16),linear,0.2005574820662424
hek293t,sequence_ctcf_dnase_h3k4me3,PAM-proximal seed (17-20),linear,0.14780580157596804
hek293t,sequence_ctcf_dnase_h3k4me3,PAM (21-23),linear,0.14300564243847372
hek293t,sequence_ctcf_dnase_h3k4me3,PAM-distal (1-8),mlp,0.3306023477227673
hek293t,sequence_ctcf_dnase_h3k4me3,seed core (9-16),mlp,0.30977117192738857
hek293t,sequence_ctcf_dnase_h3k4me3,PAM-proximal seed (17-20),mlp,0.22733129580338352
hek293t,sequence_ctcf_dnase_h3k4me3,PAM (21-23),mlp,0.1322951845464606
hek293t,sequence_ctcf_dnase_h3k4me3,PAM-distal (1-8),transformer,0.20076469948640177
hek293t,sequence_ctcf_dnase_h3k4me3,seed core (9-16),transformer,0.3281153311777129
hek293t,sequence_ctcf_dnase_h3k4me3,PAM-proximal seed (17-20),transformer,0.3930380372973409
hek293t,sequence_ctcf_dnase_h3k4me3,PAM (21-23),transformer,0.07808193203854447
hek293t,sequence_ctcf_dnase_h3k4me3,PAM-distal (1-8),xgboost,0.28060028210577637
hek293t,sequence_ctcf_dnase_h3k4me3,seed core (9-16),xgboost,0.3409814919277195
hek293t,sequence_ctcf_dnase_h3k4me3,PAM-proximal seed (17-20),xgboost,0.31072656428449397
hek293t,sequence_ctcf_dnase_h3k4me3,PAM (21-23),xgboost,0.06769166168201025
hek293t,sequence_ctcf_dnase_rrbs,PAM-distal (1-8),cnn,0.3397327238975167
hek293t,sequence_ctcf_dnase_rrbs,seed core (9-16),cnn,0.35763161663903736
hek293t,sequence_ctcf_dnase_rrbs,PAM-proximal seed (17-20),cnn,0.19711464712478774
hek293t,sequence_ctcf_dnase_rrbs,PAM (21-23),cnn,0.1055210123386582
hek293t,sequence_ctcf_dnase_rrbs,PAM-distal (1-8),linear,0.4982517256684476
hek293t,sequence_ctcf_dnase_rrbs,seed core (9-16),linear,0.21221054825060587
hek293t,sequence_ctcf_dnase_rrbs,PAM-proximal seed (17-20),linear,0.15049959697468743
hek293t,sequence_ctcf_dnase_rrbs,PAM (21-23),linear,0.13903812910625907
hek293t,sequence_ctcf_dnase_rrbs,PAM-distal (1-8),mlp,0.31901353042073877
hek293t,sequence_ctcf_dnase_rrbs,seed core (9-16),mlp,0.33124372639446265
hek293t,sequence_ctcf_dnase_rrbs,PAM-proximal seed (17-20),mlp,0.20527956337737968
hek293t,sequence_ctcf_dnase_rrbs,PAM (21-23),mlp,0.1444631798074189
hek293t,sequence_ctcf_dnase_rrbs,PAM-distal (1-8),transformer,0.21366297995177863
hek293t,sequence_ctcf_dnase_rrbs,seed core (9-16),transformer,0.31334631697485893
hek293t,sequence_ctcf_dnase_rrbs,PAM-proximal seed (17-20),transformer,0.38511375457714003
hek293t,sequence_ctcf_dnase_rrbs,PAM (21-23),transformer,0.08787694849622228
hek293t,sequence_ctcf_dnase_rrbs,PAM-distal (1-8),xgboost,0.2818436648161406
hek293t,sequence_ctcf_dnase_rrbs,seed core (9-16),xgboost,0.3377553904227697
hek293t,sequence_ctcf_dnase_rrbs,PAM-proximal seed (17-20),xgboost,0.3157369484943562
hek293t,sequence_ctcf_dnase_rrbs,PAM (21-23),xgboost,0.06466399626673348
hek293t,sequence_ctcf_h3k4me3,PAM-distal (1-8),cnn,0.3290449807619442
hek293t,sequence_ctcf_h3k4me3,seed core (9-16),cnn,0.3573368934974147
hek293t,sequence_ctcf_h3k4me3,PAM-proximal seed (17-20),cnn,0.20300994103310033
hek293t,sequence_ctcf_h3k4me3,PAM (21-23),cnn,0.11060818470754075
hek293t,sequence_ctcf_h3k4me3,PAM-distal (1-8),linear,0.8418143860744937
hek293t,sequence_ctcf_h3k4me3,seed core (9-16),linear,0.003555875382050237
hek293t,sequence_ctcf_h3k4me3,PAM-proximal seed (17-20),linear,8.314896099170933e-12
hek293t,sequence_ctcf_h3k4me3,PAM (21-23),linear,0.15462973853514148
hek293t,sequence_ctcf_h3k4me3,PAM-distal (1-8),mlp,0.29696528571496233
hek293t,sequence_ctcf_h3k4me3,seed core (9-16),mlp,0.33642866022924295
hek293t,sequence_ctcf_h3k4me3,PAM-proximal seed (17-20),mlp,0.23110320601100065
hek293t,sequence_ctcf_h3k4me3,PAM (21-23),mlp,0.13550284804479407
hek293t,sequence_ctcf_h3k4me3,PAM-distal (1-8),transformer,0.20106264846680183
hek293t,sequence_ctcf_h3k4me3,seed core (9-16),transformer,0.33846826095626226
hek293t,sequence_ctcf_h3k4me3,PAM-proximal seed (17-20),transformer,0.35701239048565814
hek293t,sequence_ctcf_h3k4me3,PAM (21-23),transformer,0.10345670009127779
hek293t,sequence_ctcf_h3k4me3,PAM-distal (1-8),xgboost,0.27950084210249926
hek293t,sequence_ctcf_h3k4me3,seed core (9-16),xgboost,0.34204537643860833
hek293t,sequence_ctcf_h3k4me3,PAM-proximal seed (17-20),xgboost,0.31125457751261343
hek293t,sequence_ctcf_h3k4me3,PAM (21-23),xgboost,0.06719920394627911
hek293t,sequence_ctcf_h3k4me3_rrbs,PAM-distal (1-8),cnn,0.3353820144771623
hek293t,sequence_ctcf_h3k4me3_rrbs,seed core (9-16),cnn,0.35350166124857024
hek293t,sequence_ctcf_h3k4me3_rrbs,PAM-proximal seed (17-20),cnn,0.1991849899571322
hek293t,sequence_ctcf_h3k4me3_rrbs,PAM (21-23),cnn,0.11193133431713517
hek293t,sequence_ctcf_h3k4me3_rrbs,PAM-distal (1-8),linear,0.318962941285461
hek293t,sequence_ctcf_h3k4me3_rrbs,seed core (9-16),linear,0.32065305749831263
hek293t,sequence_ctcf_h3k4me3_rrbs,PAM-proximal seed (17-20),linear,0.25295787423228927
hek293t,sequence_ctcf_h3k4me3_rrbs,PAM (21-23),linear,0.10742612698393719
hek293t,sequence_ctcf_h3k4me3_rrbs,PAM-distal (1-8),mlp,0.2951659968245606
hek293t,sequence_ctcf_h3k4me3_rrbs,seed core (9-16),mlp,0.3332458965982394
hek293t,sequence_ctcf_h3k4me3_rrbs,PAM-proximal seed (17-20),mlp,0.22971192105016724
hek293t,sequence_ctcf_h3k4me3_rrbs,PAM (21-23),mlp,0.14187618552703268
hek293t,sequence_ctcf_h3k4me3_rrbs,PAM-distal (1-8),transformer,0.22761678603759056
hek293t,sequence_ctcf_h3k4me3_rrbs,seed core (9-16),transformer,0.3502714935841938
hek293t,sequence_ctcf_h3k4me3_rrbs,PAM-proximal seed (17-20),transformer,0.3027368368396156
hek293t,sequence_ctcf_h3k4me3_rrbs,PAM (21-23),transformer,0.11937488353859992
hek293t,sequence_ctcf_h3k4me3_rrbs,PAM-distal (1-8),xgboost,0.27208624021339334
hek293t,sequence_ctcf_h3k4me3_rrbs,seed core (9-16),xgboost,0.34376784309722996
hek293t,sequence_ctcf_h3k4me3_rrbs,PAM-proximal seed (17-20),xgboost,0.3177989505861837
hek293t,sequence_ctcf_h3k4me3_rrbs,PAM (21-23),xgboost,0.06634696610319306
hek293t,sequence_ctcf_rrbs,PAM-distal (1-8),cnn,0.3224188431937858
hek293t,sequence_ctcf_rrbs,seed core (9-16),cnn,0.3514546989473524
hek293t,sequence_ctcf_rrbs,PAM-proximal seed (17-20),cnn,0.20343531715387853
hek293t,sequence_ctcf_rrbs,PAM (21-23),cnn,0.12269114070498333
hek293t,sequence_ctcf_rrbs,PAM-distal (1-8),linear,0.29948792796315615
hek293t,sequence_ctcf_rrbs,seed core (9-16),linear,0.0004244383319332965
hek293t,sequence_ctcf_rrbs,PAM-proximal seed (17-20),linear,8.37000804965365e-12
hek293t,sequence_ctcf_rrbs,PAM (21-23),linear,0.7000876336965406
hek293t,sequence_ctcf_rrbs,PAM-distal (1-8),mlp,0.29986166001014386
hek293t,sequence_ctcf_rrbs,seed core (9-16),mlp,0.34674421476478734
hek293t,sequence_ctcf_rrbs,PAM-proximal seed (17-20),mlp,0.21015159870332628
hek293t,sequence_ctcf_rrbs,PAM (21-23),mlp,0.14324252652174246
hek293t,sequence_ctcf_rrbs,PAM-distal (1-8),transformer,0.2618237733038612
hek293t,sequence_ctcf_rrbs,seed core (9-16),transformer,0.3135730565020113
hek293t,sequence_ctcf_rrbs,PAM-proximal seed (17-20),transformer,0.2907669053367714
hek293t,sequence_ctcf_rrbs,PAM (21-23),transformer,0.13383626485735622
hek293t,sequence_ctcf_rrbs,PAM-distal (1-8),xgboost,0.2810516665733561
hek293t,sequence_ctcf_rrbs,seed core (9-16),xgboost,0.33723101659117327
hek293t,sequence_ctcf_rrbs,PAM-proximal seed (17-20),xgboost,0.3176062064819096
hek293t,sequence_ctcf_rrbs,PAM (21-23),xgboost,0.06411111035356079
hek293t,sequence_dnase,PAM-distal (1-8),cnn,0.34728063922202573
hek293t,sequence_dnase,seed core (9-16),cnn,0.3428955047003939
hek293t,sequence_dnase,PAM-proximal seed (17-20),cnn,0.19849409984621788
hek293t,sequence_dnase,PAM (21-23),cnn,0.11132975623136238
hek293t,sequence_dnase,PAM-distal (1-8),linear,0.5298224016675258
hek293t,sequence_dnase,seed core (9-16),linear,0.19394145164199772
hek293t,sequence_dnase,PAM-proximal seed (17-20),linear,0.13979698546789107
hek293t,sequence_dnase,PAM (21-23),linear,0.13643916122258543
hek293t,sequence_dnase,PAM-distal (1-8),mlp,0.32543122491212884
hek293t,sequence_dnase,seed core (9-16),mlp,0.348688452968286
hek293t,sequence_dnase,PAM-proximal seed (17-20),mlp,0.19785609536567092
hek293t,sequence_dnase,PAM (21-23),mlp,0.12802422675391428
hek293t,sequence_dnase,PAM-distal (1-8),transformer,0.2555171478309658
hek293t,sequence_dnase,seed core (9-16),transformer,0.33128371040022
hek293t,sequence_dnase,PAM-proximal seed (17-20),transformer,0.30775196571786756
hek293t,sequence_dnase,PAM (21-23),transformer,0.1054471760509465
hek293t,sequence_dnase,PAM-distal (1-8),xgboost,0.2797805097272645
hek293t,sequence_dnase,seed core (9-16),xgboost,0.34179277678174624
hek293t,sequence_dnase,PAM-proximal seed (17-20),xgboost,0.3183059281198176
hek293t,sequence_dnase,PAM (21-23),xgboost,0.060120785371171645
hek293t,sequence_dnase_h3k4me3,PAM-distal (1-8),cnn,0.3386383850450785
hek293t,sequence_dnase_h3k4me3,seed core (9-16),cnn,0.3521226179541137
hek293t,sequence_dnase_h3k4me3,PAM-proximal seed (17-20),cnn,0.1994304485098993
hek293t,sequence_dnase_h3k4me3,PAM (21-23),cnn,0.1098085484909086
hek293t,sequence_dnase_h3k4me3,PAM-distal (1-8),linear,0.5266181063504154
hek293t,sequence_dnase_h3k4me3,seed core (9-16),linear,0.18828149767650362
hek293t,sequence_dnase_h3k4me3,PAM-proximal seed (17-20),linear,0.14313608158107022
hek293t,sequence_dnase_h3k4me3,PAM (21-23),linear,0.14196431439201065
hek293t,sequence_dnase_h3k4me3,PAM-distal (1-8),mlp,0.3079656512275819
hek293t,sequence_dnase_h3k4me3,seed core (9-16),mlp,0.32136762315697526
hek293t,sequence_dnase_h3k4me3,PAM-proximal seed (17-20),mlp,0.24039263128073196
hek293t,sequence_dnase_h3k4me3,PAM (21-23),mlp,0.130274094334711
hek293t,sequence_dnase_h3k4me3,PAM-distal (1-8),transformer,0.21679735770669617
hek293t,sequence_dnase_h3k4me3,seed core (9-16),transformer,0.3508743894628594
hek293t,sequence_dnase_h3k4me3,PAM-proximal seed (17-20),transformer,0.33229549522979474
hek293t,sequence_dnase_h3k4me3,PAM (21-23),transformer,0.10003275760064959
hek293t,sequence_dnase_h3k4me3,PAM-distal (1-8),xgboost,0.2705507773647081
hek293t,sequence_dnase_h3k4me3,seed core (9-16),xgboost,0.34349118181039456
hek293t,sequence_dnase_h3k4me3,PAM-proximal seed (17-20),xgboost,0.3285743203964835
hek293t,sequence_dnase_h3k4me3,PAM (21-23),xgboost,0.05738372042841375
hek293t,sequence_dnase_h3k4me3_rrbs,PAM-distal (1-8),cnn,0.32974618442038506
hek293t,sequence_dnase_h3k4me3_rrbs,seed core (9-16),cnn,0.3547401685012983
hek293t,sequence_dnase_h3k4me3_rrbs,PAM-proximal seed (17-20),cnn,0.20011710257632714
hek293t,sequence_dnase_h3k4me3_rrbs,PAM (21-23),cnn,0.1153965445019894
hek293t,sequence_dnase_h3k4me3_rrbs,PAM-distal (1-8),linear,0.509980799694172
hek293t,sequence_dnase_h3k4me3_rrbs,seed core (9-16),linear,0.1915400044161309
hek293t,sequence_dnase_h3k4me3_rrbs,PAM-proximal seed (17-20),linear,0.14609098830456824
hek293t,sequence_dnase_h3k4me3_rrbs,PAM (21-23),linear,0.15238820758512872
hek293t,sequence_dnase_h3k4me3_rrbs,PAM-distal (1-8),mlp,0.29992162216126944
hek293t,sequence_dnase_h3k4me3_rrbs,seed core (9-16),mlp,0.3317726139255283
hek293t,sequence_dnase_h3k4me3_rrbs,PAM-proximal seed (17-20),mlp,0.22789134896892368
hek293t,sequence_dnase_h3k4me3_rrbs,PAM (21-23),mlp,0.14041441494427848
hek293t,sequence_dnase_h3k4me3_rrbs,PAM-distal (1-8),transformer,0.22371021694808538
hek293t,sequence_dnase_h3k4me3_rrbs,seed core (9-16),transformer,0.34078767135938925
hek293t,sequence_dnase_h3k4me3_rrbs,PAM-proximal seed (17-20),transformer,0.33152134251305754
hek293t,sequence_dnase_h3k4me3_rrbs,PAM (21-23),transformer,0.10398076917946791
hek293t,sequence_dnase_h3k4me3_rrbs,PAM-distal (1-8),xgboost,0.25982335090825104
hek293t,sequence_dnase_h3k4me3_rrbs,seed core (9-16),xgboost,0.34554756716062607
hek293t,sequence_dnase_h3k4me3_rrbs,PAM-proximal seed (17-20),xgboost,0.336435079042048
hek293t,sequence_dnase_h3k4me3_rrbs,PAM (21-23),xgboost,0.05819400288907495
hek293t,sequence_dnase_rrbs,PAM-distal (1-8),cnn,0.34175243923023657
hek293t,sequence_dnase_rrbs,seed core (9-16),cnn,0.35225877905297004
hek293t,sequence_dnase_rrbs,PAM-proximal seed (17-20),cnn,0.1961133025153054
hek293t,sequence_dnase_rrbs,PAM (21-23),cnn,0.10987547920148799
hek293t,sequence_dnase_rrbs,PAM-distal (1-8),linear,0.5344115333015588
hek293t,sequence_dnase_rrbs,seed core (9-16),linear,0.19922872047903162
hek293t,sequence_dnase_rrbs,PAM-proximal seed (17-20),linear,0.14390137041132417
hek293t,sequence_dnase_rrbs,PAM (21-23),linear,0.12245837580808558
hek293t,sequence_dnase_rrbs,PAM-distal (1-8),mlp,0.3275486145016592
hek293t,sequence_dnase_rrbs,seed core (9-16),mlp,0.3399277419516791
hek293t,sequence_dnase_rrbs,PAM-proximal seed (17-20),mlp,0.20447782933790262
hek293t,sequence_dnase_rrbs,PAM (21-23),mlp,0.12804581420875907
hek293t,sequence_dnase_rrbs,PAM-distal (1-8),transformer,0.2912502818374971
hek293t,sequence_dnase_rrbs,seed core (9-16),transformer,0.3351008596188295
hek293t,sequence_dnase_rrbs,PAM-proximal seed (17-20),transformer,0.2571456469052681
hek293t,sequence_dnase_rrbs,PAM (21-23),transformer,0.11650321163840519
hek293t,sequence_dnase_rrbs,PAM-distal (1-8),xgboost,0.27368211331381537
hek293t,sequence_dnase_rrbs,seed core (9-16),xgboost,0.3400521837174983
hek293t,sequence_dnase_rrbs,PAM-proximal seed (17-20),xgboost,0.32086713024975755
hek293t,sequence_dnase_rrbs,PAM (21-23),xgboost,0.06539857271892886
hek293t,sequence_h3k4me3,PAM-distal (1-8),cnn,0.3433967517478146
hek293t,sequence_h3k4me3,seed core (9-16),cnn,0.35423467342118586
hek293t,sequence_h3k4me3,PAM-proximal seed (17-20),cnn,0.20631353929951188
hek293t,sequence_h3k4me3,PAM (21-23),cnn,0.09605503553148753
hek293t,sequence_h3k4me3,PAM-distal (1-8),linear,0.36111395825497367
hek293t,sequence_h3k4me3,seed core (9-16),linear,0.10133729208111855
hek293t,sequence_h3k4me3,PAM-proximal seed (17-20),linear,0.1518404727990772
hek293t,sequence_h3k4me3,PAM (21-23),linear,0.38570827686483056
hek293t,sequence_h3k4me3,PAM-distal (1-8),mlp,0.2969920391852272
hek293t,sequence_h3k4me3,seed core (9-16),mlp,0.3360822799524663
hek293t,sequence_h3k4me3,PAM-proximal seed (17-20),mlp,0.23284849750157677
hek293t,sequence_h3k4me3,PAM (21-23),mlp,0.1340771833607298
hek293t,sequence_h3k4me3,PAM-distal (1-8),transformer,0.2263914498348023
hek293t,sequence_h3k4me3,seed core (9-16),transformer,0.3550654701158772
hek293t,sequence_h3k4me3,PAM-proximal seed (17-20),transformer,0.33397447244366363
hek293t,sequence_h3k4me3,PAM (21-23),transformer,0.08456860760565686
hek293t,sequence_h3k4me3,PAM-distal (1-8),xgboost,0.2728323371840162
hek293t,sequence_h3k4me3,seed core (9-16),xgboost,0.3427956379187391
hek293t,sequence_h3k4me3,PAM-proximal seed (17-20),xgboost,0.3264941471622196
hek293t,sequence_h3k4me3,PAM (21-23),xgboost,0.05787787773502503
hek293t,sequence_h3k4me3_rrbs,PAM-distal (1-8),cnn,0.33556523472567534
hek293t,sequence_h3k4me3_rrbs,seed core (9-16),cnn,0.349598449186849
hek293t,sequence_h3k4me3_rrbs,PAM-proximal seed (17-20),cnn,0.20791534630621447
hek293t,sequence_h3k4me3_rrbs,PAM (21-23),cnn,0.10692096978126121
hek293t,sequence_h3k4me3_rrbs,PAM-distal (1-8),linear,0.2305325166640489
hek293t,sequence_h3k4me3_rrbs,seed core (9-16),linear,0.3254512487120731
hek293t,sequence_h3k4me3_rrbs,PAM-proximal seed (17-20),linear,0.3173491944051174
hek293t,sequence_h3k4me3_rrbs,PAM (21-23),linear,0.12666704021876063
hek293t,sequence_h3k4me3_rrbs,PAM-distal (1-8),mlp,0.3009966304382987
hek293t,sequence_h3k4me3_rrbs,seed core (9-16),mlp,0.3272436195481057
hek293t,sequence_h3k4me3_rrbs,PAM-proximal seed (17-20),mlp,0.24336676466803492
hek293t,sequence_h3k4me3_rrbs,PAM (21-23),mlp,0.12839298534556062
hek293t,sequence_h3k4me3_rrbs,PAM-distal (1-8),transformer,0.25137947377730857
hek293t,sequence_h3k4me3_rrbs,seed core (9-16),transformer,0.34725991431980535
hek293t,sequence_h3k4me3_rrbs,PAM-proximal seed (17-20),transformer,0.3094420813374408
hek293t,sequence_h3k4me3_rrbs,PAM (21-23),transformer,0.09191853056544536
hek293t,sequence_h3k4me3_rrbs,PAM-distal (1-8),xgboost,0.26827093743865427
hek293t,sequence_h3k4me3_rrbs,seed core (9-16),xgboost,0.34597270676847103
hek293t,sequence_h3k4me3_rrbs,PAM-proximal seed (17-20),xgboost,0.32794699620269063
hek293t,sequence_h3k4me3_rrbs,PAM (21-23),xgboost,0.057809359590184024
hek293t,sequence_rrbs,PAM-distal (1-8),cnn,0.3434380283443787
hek293t,sequence_rrbs,seed core (9-16),cnn,0.3472644303517011
hek293t,sequence_rrbs,PAM-proximal seed (17-20),cnn,0.2052558065072702
hek293t,sequence_rrbs,PAM (21-23),cnn,0.1040417347966499
hek293t,sequence_rrbs,PAM-distal (1-8),linear,0.6655805234095218
hek293t,sequence_rrbs,seed core (9-16),linear,1.8370736891061552e-05
hek293t,sequence_rrbs,PAM-proximal seed (17-20),linear,3.2729442215963032e-12
hek293t,sequence_rrbs,PAM (21-23),linear,0.33440110585031446
hek293t,sequence_rrbs,PAM-distal (1-8),mlp,0.3087696863986047
hek293t,sequence_rrbs,seed core (9-16),mlp,0.32617006574313545
hek293t,sequence_rrbs,PAM-proximal seed (17-20),mlp,0.21399766951262816
hek293t,sequence_rrbs,PAM (21-23),mlp,0.15106257834563186
hek293t,sequence_rrbs,PAM-distal (1-8),transformer,0.2744033749079652
hek293t,sequence_rrbs,seed core (9-16),transformer,0.32254860475384817
hek293t,sequence_rrbs,PAM-proximal seed (17-20),transformer,0.292699453233195
hek293t,sequence_rrbs,PAM (21-23),transformer,0.11034856710499157
hek293t,sequence_rrbs,PAM-distal (1-8),xgboost,0.27327752055866883
hek293t,sequence_rrbs,seed core (9-16),xgboost,0.3404494122644068
hek293t,sequence_rrbs,PAM-proximal seed (17-20),xgboost,0.32068030819733384
hek293t,sequence_rrbs,PAM (21-23),xgboost,0.06559275897959063
hela,all,PAM-distal (1-8),cnn,0.34955653926644137
hela,all,seed core (9-16),cnn,0.3520424707408294
hela,all,PAM-proximal seed (17-20),cnn,0.19542850416871974
hela,all,PAM (21-23),cnn,0.10297248582400957
hela,all,PAM-distal (1-8),linear,0.7662413242777653
hela,all,seed core (9-16),linear,0.08380955721965395
hela,all,PAM-proximal seed (17-20),linear,0.07844375212874011
hela,all,PAM (21-23),linear,0.07150536637384088
hela,all,PAM-distal (1-8),mlp,0.3223282191852735
hela,all,seed core (9-16),mlp,0.33169382767764377
hela,all,PAM-proximal seed (17-20),mlp,0.2162113606354149
hela,all,PAM (21-23),mlp,0.12976659250166775
hela,all,PAM-distal (1-8),transformer,0.3363435843855077
hela,all,seed core (9-16),transformer,0.20939253662566482
hela,all,PAM-proximal seed (17-20),transformer,0.3143293131346918
hela,all,PAM (21-23),transformer,0.1399345658541357
hela,all,PAM-distal (1-8),xgboost,0.3566555115473504
hela,all,seed core (9-16),xgboost,0.32705191576278947
hela,all,PAM-proximal seed (17-20),xgboost,0.2648480118817222
hela,all,PAM (21-23),xgboost,0.05144456080813797
hela,sequence,PAM-distal (1-8),cnn,0.3435273657046274
hela,sequence,seed core (9-16),cnn,0.34068038196595757
hela,sequence,PAM-proximal seed (17-20),cnn,0.18271831260102336
hela,sequence,PAM (21-23),cnn,0.13307393972839163
hela,sequence,PAM-distal (1-8),linear,0.35755738529684805
hela,sequence,seed core (9-16),linear,3.692200150078551e-13
hela,sequence,PAM-proximal seed (17-20),linear,0.3726097342585519
hela,sequence,PAM (21-23),linear,0.2698328804442309
hela,sequence,PAM-distal (1-8),mlp,0.31308205422028434
hela,sequence,seed core (9-16),mlp,0.3461205953284475
hela,sequence,PAM-proximal seed (17-20),mlp,0.21796319301127196
hela,sequence,PAM (21-23),mlp,0.12283415743999626
hela,sequence,PAM-distal (1-8),transformer,0.4568880153490892
hela,sequence,seed core (9-16),transformer,0.19032390392707282
hela,sequence,PAM-proximal seed (17-20),transformer,0.28538614212846536
hela,sequence,PAM (21-23),transformer,0.0674019385953725
hela,sequence,PAM-distal (1-8),xgboost,0.35557083224506825
hela,sequence,seed core (9-16),xgboost,0.33640511714557614
hela,sequence,PAM-proximal seed (17-20),xgboost,0.26006746678677534
hela,sequence,PAM (21-23),xgboost,0.04795658382258026
hela,sequence_ctcf,PAM-distal (1-8),cnn,0.35489594977958316
hela,sequence_ctcf,seed core (9-16),cnn,0.33720134631511045
hela,sequence_ctcf,PAM-proximal seed (17-20),cnn,0.18866942542052587
hela,sequence_ctcf,PAM (21-23),cnn,0.11923327848478052
hela,sequence_ctcf,PAM-distal (1-8),linear,0.38896713747459305
hela,sequence_ctcf,seed core (9-16),linear,0.0009656406714315701
hela,sequence_ctcf,PAM-proximal seed (17-20),linear,0.21158748191040133
hela,sequence_ctcf,PAM (21-23),linear,0.398479739943574
hela,sequence_ctcf,PAM-distal (1-8),mlp,0.3098478783190943
hela,sequence_ctcf,seed core (9-16),mlp,0.3466709017191689
hela,sequence_ctcf,PAM-proximal seed (17-20),mlp,0.19059919410368004
hela,sequence_ctcf,PAM (21-23),mlp,0.1528820258580566
hela,sequence_ctcf,PAM-distal (1-8),transformer,0.35670717182487355
hela,sequence_ctcf,seed core (9-16),transformer,0.22222369112148016
hela,sequence_ctcf,PAM-proximal seed (17-20),transformer,0.29958520256664617
hela,sequence_ctcf,PAM (21-23),transformer,0.12148393448700004
hela,sequence_ctcf,PAM-distal (1-8),xgboost,0.35417740005349335
