训练方式(split_type),细胞系(cell_line),环境配置(environment),模型(model),特征名(feature),显著性等级(significance),核心贡献指标值,信噪比(SNR/t_stat),FDR校正q值
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos14_Dnase,.,0.0790845081210136,1.1887500286102295,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos14_H3K4me3,.,0.0790845081210136,1.1887500286102295,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos14_RRBS,.,0.0790845081210136,1.1887500286102295,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos22_A,.,0.0086147570982575,0.8896100521087646,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos22_C,.,0.0086147570982575,0.8896100521087646,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos22_G,.,0.0086147570982575,0.8896100521087646,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos22_T,.,0.0086147570982575,0.8896100521087646,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos22_CTCF,.,0.0086147570982575,0.8896100521087646,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos22_Dnase,.,0.0086147570982575,0.8896100521087646,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos22_H3K4me3,.,0.0086147570982575,0.8896100521087646,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos22_RRBS,.,0.0086147570982575,0.8896100521087646,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos11_A,.,0.0071714525111019,0.8387035727500916,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos11_C,.,0.0071714525111019,0.8387035727500916,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos11_G,.,0.0071714525111019,0.8387035727500916,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos11_T,.,0.0071714525111019,0.8387035727500916,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos11_CTCF,.,0.0071714525111019,0.8387035727500916,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos11_Dnase,.,0.0071714525111019,0.8387035727500916,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos11_H3K4me3,.,0.0071714525111019,0.8387035727500916,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos11_RRBS,.,0.0071714525111019,0.8387035727500916,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos1_RRBS,.,0.0058653415180742,0.9160293340682985,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos1_H3K4me3,.,0.0058653415180742,0.9160293340682985,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos1_Dnase,.,0.0058653415180742,0.9160293340682985,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos1_CTCF,.,0.0058653415180742,0.9160293340682985,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos1_T,.,0.0058653415180742,0.9160293340682985,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos1_G,.,0.0058653415180742,0.9160293340682985,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos1_C,.,0.0058653415180742,0.9160293340682985,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos1_A,.,0.0058653415180742,0.9160293340682985,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos7_A,.,0.0056127998977899,0.8018613457679749,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos7_C,.,0.0056127998977899,0.8018613457679749,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos7_G,.,0.0056127998977899,0.8018613457679749,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos7_T,.,0.0056127998977899,0.8018613457679749,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos7_CTCF,.,0.0056127998977899,0.8018613457679749,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos7_Dnase,.,0.0056127998977899,0.8018613457679749,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos7_H3K4me3,.,0.0056127998977899,0.8018613457679749,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos7_RRBS,.,0.0056127998977899,0.8018613457679749,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos6_A,.,0.0054202880710363,0.8159384727478027,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos6_C,.,0.0054202880710363,0.8159384727478027,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos6_G,.,0.0054202880710363,0.8159384727478027,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos6_T,.,0.0054202880710363,0.8159384727478027,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos6_CTCF,.,0.0054202880710363,0.8159384727478027,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos6_Dnase,.,0.0054202880710363,0.8159384727478027,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos6_H3K4me3,.,0.0054202880710363,0.8159384727478027,
all,hek293t,sequence_ctcf_h3k4me3,transformer,pos6_RRBS,.,0.0054202880710363,0.8159384727478027,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos18_C,.,0.8445910215377808,0.9067426914968616,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos20_G,.,0.4015390276908874,0.8696819329859662,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos18_A,.,0.3297354578971863,0.9167084794795158,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos1_G,.,0.2956436574459076,0.833607081255888,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos20_C,.,0.2711645066738128,0.821557575489034,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos16_G,.,0.2579004168510437,0.8292524767506876,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos14_G,.,0.2493887245655059,0.843454732104929,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos11_A,.,0.1935870200395584,0.8008615488920697,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos17_G,.,0.1925860047340393,0.8039619614444491,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos20_A,.,0.191760241985321,0.8323072929344703,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos13_C,.,0.1796915978193283,0.8009331898300723,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos12_A,.,0.1773751378059387,0.8434025769016584,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos1_C,.,0.176338642835617,0.8463116834118313,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos19_G,.,0.1760029792785644,0.8315239906688744,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos6_T,.,0.1734371483325958,0.8003396747184347,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos4_G,.,0.1608655005693435,0.8052350946706323,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos3_G,.,0.1585763096809387,0.8058333442920138,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos11_C,.,0.151428073644638,0.8011019724544332,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos21_T,.,0.1485649049282074,0.8442582534018997,
all,hek293t,sequence_ctcf_h3k4me3,xgboost,pos5_CTCF,.,0.092944212257862,0.8171564069065487,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos1_C,*,0.0230228565633296,1.656786322593689,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos20_T,*,0.0181467495858669,1.297702074050903,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos21_T,*,0.0180996563285589,1.3491251468658447,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos23_G,*,0.0154002662748098,1.2082619667053225,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos21_A,*,0.0150412991642951,1.3338301181793213,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos20_G,*,0.0131037374958395,1.2035207748413086,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos1_T,*,0.0098316157236695,1.236233472824097,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos22_RRBS,*,0.002012284239754,1.208401083946228,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos3_RRBS,*,0.0019746974576264,1.287195324897766,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos13_RRBS,*,0.0019322206499055,1.2179334163665771,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos5_RRBS,*,0.0019317857222631,1.209685206413269,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos7_RRBS,*,0.0019310652278363,1.2078062295913696,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos6_RRBS,*,0.0019306958420202,1.2092180252075195,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos8_RRBS,*,0.0019291122443974,1.2060365676879885,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos10_RRBS,*,0.0019271738128736,1.208054542541504,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos12_RRBS,*,0.0019265379523858,1.2183890342712402,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos9_RRBS,*,0.0019265095470473,1.206862211227417,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos14_RRBS,*,0.0019262336427345,1.2174699306488037,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos11_RRBS,*,0.0019251009216532,1.2103004455566406,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos16_RRBS,*,0.0019245896255597,1.216434359550476,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos15_RRBS,*,0.001924226176925,1.21134352684021,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos17_RRBS,*,0.0019208341836929,1.2160903215408323,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos18_RRBS,*,0.001919099362567,1.2191756963729858,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos19_RRBS,*,0.0019102942897006,1.2201436758041382,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos4_RRBS,*,0.001883057761006,1.2558952569961548,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos20_RRBS,*,0.0018261346267536,1.2318363189697266,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos2_RRBS,*,0.0017003524117171,1.5873842239379885,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos5_CTCF,*,0.0013718956615775,1.2283328771591189,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos7_CTCF,*,0.0013643690617755,1.2630600929260254,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos6_CTCF,*,0.00136162515264,1.2442741394042969,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos8_CTCF,*,0.0013528459239751,1.2845674753189087,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos18_CTCF,*,0.0013526942348107,1.2195814847946167,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos9_CTCF,*,0.0013495441526174,1.293869137763977,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos16_CTCF,*,0.0013478252803906,1.2808825969696045,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos17_CTCF,*,0.0013474392471835,1.2555252313613892,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos15_CTCF,*,0.0013474292354658,1.290168285369873,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos14_CTCF,*,0.0013428726233541,1.3040006160736084,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos13_CTCF,*,0.0013370524393394,1.3059290647506714,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos10_CTCF,*,0.0013363319449126,1.2957956790924072,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos12_CTCF,*,0.0013303394662216,1.308036208152771,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos11_CTCF,*,0.0013298561098054,1.3031142950057983,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos3_H3K4me3,*,0.0011740117333829,1.291248440742493,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos4_H3K4me3,*,0.0011320373741909,1.212550401687622,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos2_H3K4me3,*,0.0009764852584339,1.4802521467208862,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos23_CTCF,*,0.0009343411657027,1.2345807552337646,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos1_RRBS,*,0.0009181783534586,1.2942241430282593,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos22_C,.,0.022677993401885,1.1798667907714844,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos20_C,.,0.0189538281410932,1.1762782335281372,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos23_C,.,0.0186070520430803,1.1850006580352783,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos19_T,.,0.015143216587603,1.1878221035003662,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos19_A,.,0.0143181988969445,1.0563271045684814,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos18_A,.,0.0142059503123164,1.1016323566436768,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos3_C,.,0.014122987166047,1.095131754875183,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos1_A,.,0.0139830531552433,1.0837081670761108,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos21_C,.,0.0132439564913511,1.0696526765823364,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos18_T,.,0.0130454180762171,1.1008069515228271,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos22_G,.,0.0129774315282702,1.0479179620742798,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos3_A,.,0.0129047315567731,1.0553689002990725,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos2_T,.,0.0121605470776557,1.083521008491516,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos4_T,.,0.0120778614655137,1.113841891288757,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos20_A,.,0.0119736045598983,1.1115663051605225,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos13_T,.,0.0118444571271538,1.0954502820968628,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos12_T,.,0.0118182897567749,1.1095974445343018,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos16_T,.,0.0116824712604284,1.0888420343399048,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos10_T,.,0.0116648348048329,1.1113225221633911,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos14_T,.,0.0116579290479421,1.124184489250183,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos19_C,.,0.0116454781964421,1.0057008266448977,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos5_T,.,0.0115908840671181,1.0896633863449097,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos6_T,.,0.0115733323618769,1.1201242208480835,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos7_T,.,0.0115477573126554,1.1090391874313354,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos8_T,.,0.0114773334935307,1.0841940641403198,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos17_T,.,0.0114646730944514,1.1442174911499023,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos15_T,.,0.0114129930734634,1.1561944484710691,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos6_A,.,0.0112275723367929,1.036194920539856,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos19_G,.,0.0112113794311881,0.9980059266090392,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos11_T,.,0.0112076783552765,1.1312400102615356,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos13_A,.,0.0110682202503085,1.0591990947723389,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos9_T,.,0.0110604148358106,1.111156702041626,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos7_A,.,0.0110161742195487,1.0613274574279783,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos18_C,.,0.0109959254041314,1.0129289627075195,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos17_A,.,0.0109767243266105,1.0649878978729248,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos15_A,.,0.0109381191432476,1.0878008604049685,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos14_A,.,0.0108512686565518,1.064728021621704,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos18_G,.,0.0107758101075887,0.9636287093162536,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos3_T,.,0.0107539780437946,1.0911954641342163,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos9_A,.,0.0107287252321839,1.073965072631836,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos4_A,.,0.0106964278966188,1.0206278562545776,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos12_A,.,0.0106798000633716,1.0434280633926392,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos8_A,.,0.0106652406975626,1.0567131042480469,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos5_A,.,0.010656607337296,1.0395618677139282,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos10_A,.,0.0106352688744664,1.0412811040878296,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos16_A,.,0.0105584431439638,1.041017770767212,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos11_A,.,0.0105158742517232,1.074170470237732,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos17_C,.,0.0103956572711467,1.0357831716537476,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos13_C,.,0.0103477025404572,1.021110773086548,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos21_G,.,0.0103350272402167,1.162731051445007,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos8_C,.,0.0103262802585959,1.0570062398910522,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos12_C,.,0.0102487644180655,1.035200595855713,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos5_C,.,0.0102362995967268,1.018215537071228,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos11_C,.,0.0102106286212801,1.0670753717422483,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos7_C,.,0.0101792095229029,1.0506442785263062,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos9_C,.,0.0101740797981619,1.0616859197616575,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos6_C,.,0.0101634748280048,1.0404444932937622,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos10_C,.,0.010157449170947,1.0532416105270386,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos14_C,.,0.0100714592263102,1.0360472202301023,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos16_C,.,0.0099519407376647,1.0118389129638672,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos15_C,.,0.0099292295053601,1.042075276374817,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos22_T,.,0.0098952138796448,0.9858096241950988,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos1_G,.,0.0098289502784609,1.1150193214416504,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos4_C,.,0.0097601255401968,0.9967885613441468,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos22_A,.,0.0095448521897196,1.105123519897461,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos11_G,.,0.0094751380383968,0.9893627762794496,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos9_G,.,0.0094525013118982,1.005621314048767,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos5_G,.,0.0094491867348551,0.9878590106964112,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos10_G,.,0.0093988915905356,1.0054551362991333,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos7_G,.,0.0093974554911255,1.0343836545944214,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos6_G,.,0.0093198344111442,1.0365582704544067,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos15_G,.,0.0092809181660413,0.992079257965088,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos13_G,.,0.0092621343210339,0.9805700182914734,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos8_G,.,0.0092605799436569,1.0224475860595703,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos14_G,.,0.0092571368440985,0.9742769598960876,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos2_A,.,0.0092198280617594,1.0294796228408811,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos12_G,.,0.009179551154375,0.985014021396637,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos16_G,.,0.0091613316908478,0.97341650724411,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos17_G,.,0.0090960040688514,1.020155668258667,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos23_A,.,0.0087710563093423,1.005304217338562,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos3_G,.,0.0084276217967271,1.0049967765808103,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos4_G,.,0.0080931447446346,1.0340611934661863,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos2_C,.,0.0080555193126201,1.0388041734695437,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos2_G,.,0.0074297459796071,1.054862380027771,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos23_T,.,0.0069317766465246,0.9250537157058716,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos21_RRBS,.,0.0020358702167868,1.1139366626739502,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos1_CTCF,.,0.0014952522469684,1.0564147233963013,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos19_CTCF,.,0.0013617246877402,1.178852677345276,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos21_CTCF,.,0.0013505922397598,0.8585516810417175,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos4_CTCF,.,0.0012751936446875,1.0440404415130615,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos3_CTCF,.,0.0012626583920791,0.8884353637695312,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos20_CTCF,.,0.0012386413291096,0.9223857522010804,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos2_CTCF,.,0.0012345432769507,0.8854158520698547,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos6_H3K4me3,.,0.0011779713677242,1.1476337909698486,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos20_H3K4me3,.,0.001177470316179,1.1280959844589231,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos5_H3K4me3,.,0.001177265192382,1.148922085762024,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos23_RRBS,.,0.0011764885857701,1.148039937019348,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos7_H3K4me3,.,0.0011729085817933,1.1464475393295288,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos8_H3K4me3,.,0.001169386669062,1.143401861190796,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos21_H3K4me3,.,0.0011683240300044,1.1242265701293943,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos10_H3K4me3,.,0.0011672158725559,1.1447252035140991,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos11_H3K4me3,.,0.0011669441591948,1.1473274230957031,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos16_H3K4me3,.,0.0011667677899822,1.1531273126602173,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos9_H3K4me3,.,0.00116536708083,1.1374582052230835,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos12_H3K4me3,.,0.0011651545064523,1.1468490362167358,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos17_H3K4me3,.,0.0011640663724392,1.1500602960586548,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos15_H3K4me3,.,0.0011635776609182,1.1497453451156616,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos18_H3K4me3,.,0.0011620987206697,1.1504770517349243,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos19_H3K4me3,.,0.0011619934812188,1.1531730890274048,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos13_H3K4me3,.,0.0011610974324867,1.145815372467041,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos14_H3K4me3,.,0.001159900566563,1.143676996231079,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos22_CTCF,.,0.0011453143088147,0.9447958469390868,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos22_H3K4me3,.,0.0009588842513039,1.0720916986465454,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos1_H3K4me3,.,0.0005835223710164,1.1565666198730469,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn33,pos23_H3K4me3,.,0.0004697687982115,1.1650012731552124,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn53,pos20_T,*,0.0318468138575553,1.2598834037780762,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn53,pos13_CTCF,*,0.0069805821403861,1.2496178150177002,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn53,pos12_CTCF,*,0.0069695371203124,1.246598243713379,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn53,pos11_CTCF,*,0.0069675026461482,1.2474902868270874,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn53,pos14_CTCF,*,0.0069645163603127,1.2462390661239624,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn53,pos8_CTCF,*,0.0069606769829988,1.245615839958191,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn53,pos10_CTCF,*,0.0069561004638671,1.2453633546829224,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn53,pos7_CTCF,*,0.0069525865837931,1.2451072931289673,
all,hek293t,sequence_ctcf_h3k4me3_rrbs,cnn53,pos16_CTCF,*,0.0069516552612185,1.2486090660095217,
